instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1d,10,45.0,10,1,2,10.0,0.0,0.144,196786.35,0.0144,10,136657.1875
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.146,197708.9612,0.0146,10,135417.0967
c6gd.large,ap-northeast-1d,10,1.0,10,2,2,10.0,0.0,0.319,196786.35,0.0319,10,61688.511
m8a.2xlarge,ap-northeast-1a,17,5.0,17,7,7,17.0,0.0,1.2852,813674.7587,0.0756,17,37241.8465
c6g.medium,ap-northeast-1d,50,45.0,50,1,2,50.0,0.0,0.72,983931.75,0.0144,50,27331.4375
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.73,988544.8062,0.0146,50,27083.4193
c6gd.large,ap-northeast-1d,50,1.0,50,2,2,50.0,0.0,1.595,983931.75,0.0319,50,12337.7022
m8a.xlarge,ap-northeast-1a,75,1.0,75,3,5,75.0,0.0,2.9325,3589741.5825,0.0391,75,16321.644
c6g.medium,ap-northeast-1d,100,45.0,100,1,2,100.0,0.0,1.44,1967863.5,0.0144,100,13665.7187
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.46,1977089.6125,0.0146,100,13541.7097
c6gd.large,ap-northeast-1d,100,1.0,100,2,2,100.0,0.0,3.19,1967863.5,0.0319,100,6168.8511
m8a.xlarge,ap-northeast-1a,115,1.0,115,4,2,115.0,0.0,4.4965,5504270.4265,0.0391,115,10644.5505
r7a.medium,ap-northeast-1c,287,50.0,287,1,6,287.0,0.0,7.9499,9625846.6233,0.0277,287,4218.8625
c6g.medium,ap-northeast-1d,400,45.0,400,1,2,400.0,0.0,5.76,7871454.0,0.0144,400,3416.4297
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,5.84,7908358.45,0.0146,400,3385.4274
c6gd.large,ap-northeast-1d,400,1.0,400,2,2,400.0,0.0,12.76,7871454.0,0.0319,400,1542.2128
m8a.xlarge,ap-northeast-1a,439,1.0,439,1,9,439.0,0.0,17.1649,21011954.0629,0.0391,439,2788.4358
c6g.medium,ap-northeast-1d,1000,45.0,1000,1,2,1000.0,0.0,14.4,19678635.0,0.0144,1000,1366.5719
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,14.6,19770896.125,0.0146,1000,1354.171
c6gd.large,ap-northeast-1d,1000,1.0,1000,2,2,1000.0,0.0,31.9,19678635.0,0.0319,1000,616.8851
