instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-west-2d,1,50.0,1,1,1,1.0,0.0,0.0135,20353.6113,0.0135,1,1507674.9101
t3.medium,us-west-2d,5,50.0,5,1,1,5.0,0.0,0.0675,101768.0564,0.0135,5,301534.982
t3.medium,us-west-2d,6,50.0,6,1,1,6.0,0.0,0.081,122121.6677,0.0135,6,251279.1517
t3.medium,us-west-2d,10,50.0,10,1,1,10.0,0.0,0.135,203536.1129,0.0135,10,150767.491
t3.medium,us-west-2d,14,50.0,14,1,1,14.0,0.0,0.189,284950.558,0.0135,14,107691.065
t3.medium,us-west-2d,15,50.0,15,1,1,15.0,0.0,0.2025,305304.1693,0.0135,15,100511.6607
t3.medium,us-west-2d,17,50.0,17,1,1,17.0,0.0,0.2295,346011.3919,0.0135,17,88686.7594
t3.medium,us-west-2d,20,50.0,20,1,1,20.0,0.0,0.27,407072.2257,0.0135,20,75383.7455
t3.medium,us-west-2d,25,50.0,25,1,1,25.0,0.0,0.3375,508840.2821,0.0135,25,60306.9964
t3.medium,us-west-2d,30,50.0,30,1,1,30.0,0.0,0.405,610608.3386,0.0135,30,50255.8303
t3.medium,us-west-2d,35,50.0,35,1,1,35.0,0.0,0.4725,712376.395,0.0135,35,43076.426
t3.medium,us-west-2d,40,50.0,40,1,1,40.0,0.0,0.54,814144.4514,0.0135,40,37691.8728
t3.medium,us-west-2d,45,50.0,45,1,1,45.0,0.0,0.6075,915912.5079,0.0135,45,33503.8869
t3.medium,us-west-2d,50,50.0,50,1,1,50.0,0.0,0.675,1017680.5643,0.0135,50,30153.4982
