instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-west-2d,1,50.0,1,1,1,2.0,1.0,0.0238,39377.1954,0.0119,1,827252.0048
t4g.large,us-west-2d,3,50.0,5,1,1,6.0,1.0,0.0714,118131.5863,0.0119,3,275750.6683
t4g.large,us-west-2d,3,50.0,6,1,1,6.0,0.0,0.0714,118131.5863,0.0119,3,275750.6683
t4g.large,us-west-2d,5,50.0,10,1,1,10.0,0.0,0.119,196885.9771,0.0119,5,165450.401
t4g.large,us-west-2d,7,50.0,14,1,1,14.0,0.0,0.1666,275640.368,0.0119,7,118178.8578
t4g.large,us-west-2d,8,50.0,15,1,1,16.0,1.0,0.1904,315017.5634,0.0119,8,103406.5006
t4g.large,us-west-2d,9,50.0,17,1,1,18.0,1.0,0.2142,354394.7589,0.0119,9,91916.8894
t4g.large,us-west-2d,10,50.0,20,1,1,20.0,0.0,0.238,393771.9543,0.0119,10,82725.2005
t4g.large,us-west-2d,13,50.0,25,1,1,26.0,1.0,0.3094,511903.5406,0.0119,13,63634.7696
t4g.large,us-west-2d,15,50.0,30,1,1,30.0,0.0,0.357,590657.9314,0.0119,15,55150.1337
t4g.large,us-west-2d,18,50.0,35,1,1,36.0,1.0,0.4284,708789.5177,0.0119,18,45958.4447
t4g.large,us-west-2d,20,50.0,40,1,1,40.0,0.0,0.476,787543.9086,0.0119,20,41362.6002
t4g.large,us-west-2d,23,50.0,45,1,1,46.0,1.0,0.5474,905675.4949,0.0119,23,35967.4785
t4g.large,us-west-2d,25,50.0,50,1,1,50.0,0.0,0.595,984429.8857,0.0119,25,33090.0802
