pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,231291.03738636366,231291.03738636366,140561.67857142855,140561.67857142855,0.0,0.0,0.0,0.0
10,1,4,146415.01187096775,9765.61429252025,137297.88972222223,137297.88972222223,0.0,182.0,0.0,0.0
10,2,2,97771.15592356687,23467.715009910044,59163.57375,22759.831842377644,0.0,38.0,0.0,38.0
17,7,7,17131.301365020132,11733.857504955024,9310.04084175066,11379.915921188822,0.0,9.0,0.0,9.0
50,1,2,46258.20746818182,46258.20746818182,28112.335714285713,28112.335714285713,0.0,0.0,0.0,0.0
50,1,4,36263.14644333571,9765.61429252025,27459.57795,27459.57795,0.0,142.0,0.0,0.0
50,2,2,22244.06263157895,11733.857504955022,11832.714751086956,11379.915921188822,0.0,46.0,0.0,46.0
75,3,5,9667.453779292357,7822.571669970016,4065.7694010582004,7586.610614125881,0.0,21.0,0.0,21.0
100,1,2,22869.226164044943,22869.226164044943,14056.167857142857,14056.167857142857,0.0,0.0,0.0,0.0
100,1,4,18143.427445468053,9765.61429252025,13729.788975694444,13729.788975694444,0.0,92.0,0.0,0.0
100,2,2,11196.15527713122,7822.571669970016,5916.357375815217,7586.61061412588,0.0,44.0,0.0,44.0
115,4,2,4800.13360353952,4693.543001982009,2651.5887398135055,4551.966368475529,0.0,5.0,0.0,5.0
287,1,6,5491.83348679085,5286.913628228075,4029.741111717205,5509.490860644817,0.0,11.0,0.0,1.0
400,1,2,5059.42220572327,4664.947138450625,3514.041964285714,3514.041964285714,0.0,84.0,0.0,0.0
400,1,4,4682.724345919611,3255.204764173416,3432.447243923611,3432.447243923611,0.0,176.0,0.0,0.0
400,2,2,2803.8315193631825,2607.5238899900055,1479.0893439368206,2528.870204708627,0.0,32.0,0.0,32.0
439,1,9,3072.8242508202393,2346.5616644599963,978.2536461451053,2754.7454303224085,0.0,138.0,0.0,71.0
1000,1,2,2253.133047969547,2127.4171993766367,1405.6167857142857,1405.6167857142857,0.0,60.0,0.0,0.0
1000,1,4,1870.2599357381002,1719.9214968954523,1372.9788975694444,1372.9788975694444,0.0,88.0,0.0,0.0
1000,2,2,1105.9079808201438,1098.4413315956917,591.6357375788044,1083.8015163036973,0.0,8.0,0.0,8.0
