pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,955568.6056338028,721465.5646551725,955568.6056338028,609554.108359133,955568.6056338028,0.0,1.0,0.0,1.0,0.0
5,1,1,270390.2191060473,240488.52143199235,191113.72093896716,203184.70295837632,252881.34426229508,0.0,1.0,0.0,1.0,0.0
6,1,1,240488.52143199235,240488.52143199235,159261.4341418884,203184.70295837632,179411.04908118164,0.0,0.0,0.0,0.0,0.0
10,1,1,144293.11284482756,144293.11284482756,95556.86051643193,121910.82173374612,75786.12469618057,0.0,0.0,0.0,0.0,0.0
14,1,1,103066.50917047853,103066.50917047853,68254.900354508,87079.15840020218,75953.23955172554,0.0,0.0,0.0,0.0,0.0
15,1,1,94195.82814215544,90183.1955313847,63704.57366718831,76194.26359326624,45109.84793650794,0.0,1.0,0.0,1.0,0.0
17,1,1,83322.5397077557,80162.84047733077,56209.91794596878,67728.23431945877,31499.22741965341,0.0,1.0,0.0,1.0,0.0
20,1,1,72146.55642241378,72146.55642241378,47778.43024647888,60955.41088235294,36579.48425010301,0.0,0.0,0.0,0.0,0.0
25,1,1,55910.387037643195,55059.214113107286,38222.74419530517,46888.777602725924,16286.076905444124,0.0,1.0,0.0,1.0,0.0
30,1,1,47551.13946496213,47551.13946496213,31852.286833594157,40636.940584795324,17926.669189311597,0.0,0.0,0.0,0.0,0.0
35,1,1,40303.271312031444,39476.41766574948,27301.9601418032,33864.117154951644,15723.534349377833,0.0,1.0,0.0,1.0,0.0
40,1,1,35461.86671875,35461.86671875,23889.21512323944,30477.70544117647,9861.007864972597,0.0,0.0,0.0,0.0,0.0
45,1,1,31267.68443941916,30768.384359015345,21234.857889062772,26502.352557837385,10832.735157383557,0.0,1.0,0.0,1.0,0.0
50,1,1,28273.650491554057,28273.650491554057,19111.372099530516,24382.164351702784,8022.857979209323,0.0,0.0,0.0,0.0,0.0
