instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,eu-west-1c,1,35.0,1,1,1,2.0,1.0,0.0341,39377.1954,0.017,1,577378.2321
t4g.large,eu-west-1c,3,35.0,5,1,1,6.0,1.0,0.1023,118131.5863,0.017,3,192459.4107
t4g.large,eu-west-1c,3,35.0,6,1,1,6.0,0.0,0.1023,118131.5863,0.017,3,192459.4107
t4g.large,eu-west-1c,5,35.0,10,1,1,10.0,0.0,0.1705,196885.9771,0.017,5,115475.6464
t4g.large,eu-west-1c,7,35.0,14,1,1,14.0,0.0,0.2387,275640.368,0.017,7,82482.6046
t4g.large,eu-west-1c,8,35.0,15,1,1,16.0,1.0,0.2728,315017.5634,0.017,8,72172.279
t4g.large,eu-west-1c,9,35.0,17,1,1,18.0,1.0,0.3069,354394.7589,0.017,9,64153.1369
t4g.large,eu-west-1c,10,35.0,20,1,1,20.0,0.0,0.341,393771.9543,0.017,10,57737.8232
t4g.large,eu-west-1c,13,35.0,25,1,1,26.0,1.0,0.4433,511903.5406,0.017,13,44413.7102
t4g.large,eu-west-1c,15,35.0,30,1,1,30.0,0.0,0.5115,590657.9314,0.017,15,38491.8821
t4g.large,eu-west-1c,18,35.0,35,1,1,36.0,1.0,0.6138,708789.5177,0.017,18,32076.5684
t4g.large,eu-west-1c,20,35.0,40,1,1,40.0,0.0,0.682,787543.9086,0.017,20,28868.9116
t4g.large,eu-west-1c,23,35.0,45,1,1,46.0,1.0,0.7843,905675.4949,0.017,23,25103.4014
t4g.large,eu-west-1c,25,35.0,50,1,1,50.0,0.0,0.8525,984429.8857,0.017,25,23095.1293
