instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.small,us-west-2d,10,50.0,10,1,2,10.0,0.0,0.071,203536.1129,0.0071,10,286670.5815
m6g.medium,us-west-2d,10,1.0,10,1,4,10.0,0.0,0.127,197708.9612,0.0127,10,155676.3474
c6a.large,us-west-2d,10,50.0,10,2,2,10.0,0.0,0.245,303609.206,0.0245,10,123922.1249
c8gn.2xlarge,us-west-2d,17,45.0,17,7,7,17.0,0.0,1.6218,523344.1254,0.0954,17,18981.9636
t3.small,us-west-2d,50,50.0,50,1,2,50.0,0.0,0.355,1017680.5643,0.0071,50,57334.1163
m6g.medium,us-west-2d,50,1.0,50,1,4,50.0,0.0,0.635,988544.8062,0.0127,50,31135.2695
c6a.large,us-west-2d,50,50.0,50,2,2,50.0,0.0,1.225,1518046.03,0.0245,50,24784.425
c5ad.xlarge,us-west-2d,75,10.0,75,3,5,75.0,0.0,4.245,1755721.6875,0.0566,75,5514.6343
t3.small,us-west-2d,100,50.0,100,1,2,100.0,0.0,0.71,2035361.1286,0.0071,100,28667.0581
m6g.medium,us-west-2d,100,1.0,100,1,4,100.0,0.0,1.27,1977089.6125,0.0127,100,15567.6347
c6a.large,us-west-2d,100,50.0,100,2,2,100.0,0.0,2.45,3036092.06,0.0245,100,12392.2125
c5ad.xlarge,us-west-2d,115,10.0,115,4,2,115.0,0.0,6.509,2692106.5875,0.0566,115,3596.5006
r7g.medium,us-west-2d,287,50.0,287,1,6,287.0,0.0,5.1086,7323745.212,0.0178,287,4995.1603
t3.small,us-west-2d,400,50.0,400,1,2,400.0,0.0,2.84,8141444.5143,0.0071,400,7166.7645
m6g.medium,us-west-2d,400,1.0,400,1,4,400.0,0.0,5.08,7908358.45,0.0127,400,3891.9087
c6a.large,us-west-2d,400,50.0,400,2,2,400.0,0.0,9.8,12144368.24,0.0245,400,3098.0531
x2gd.medium,us-west-2a,439,50.0,439,1,9,439.0,0.0,11.6335,8688468.3354,0.0265,439,1701.2507
t3.small,us-west-2d,1000,50.0,1000,1,2,1000.0,0.0,7.1,20353611.2857,0.0071,1000,2866.7058
m6g.medium,us-west-2d,1000,1.0,1000,1,4,1000.0,0.0,12.7,19770896.125,0.0127,1000,1556.7635
c6a.large,us-west-2d,1000,50.0,1000,2,2,1000.0,0.0,24.5,30360920.6,0.0245,1000,1239.2212
