pods,cpu,memory,nodepool_config,first_time,region
10,1,4,"[{'instance_type': 'm6g.4xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 23:00:56+09:00,eu-west-1
10,1,4,"[{'instance_type': 'm6g.4xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 02:00:50+09:00,eu-west-1
10,1,4,"[{'instance_type': 'm6g.4xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 03:00:55+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 15:01:08+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 19:01:12+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-19 22:00:59+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 06:00:55+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 22:00:50+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 11:01:08+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 18:00:49+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 11:00:56+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 10:00:50+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 14:00:58+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 07:00:55+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 23:00:55+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 02:00:49+09:00,eu-west-1
10,2,2,"[{'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 03:00:51+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 15:17:15+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 19:16:23+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-19 22:17:00+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 06:15:49+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 22:15:50+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 2}]",2025-08-22 11:16:26+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 18:15:27+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 11:17:37+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 10:15:31+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 14:16:51+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 07:16:27+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 23:15:43+09:00,eu-west-1
17,7,7,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 02:16:03+09:00,eu-west-1
17,7,7,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}, {'instance_type': 't4g.2xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-23 03:16:45+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 15:06:24+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 19:05:49+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-19 22:05:23+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 06:05:11+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 22:05:21+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 11:05:36+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 18:05:37+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 11:05:34+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 10:05:09+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 14:05:32+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 07:05:10+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 23:05:16+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 02:05:20+09:00,eu-west-1
50,1,2,"[{'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 03:05:35+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 15:06:26+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 19:05:39+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'r6g.8xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-19 22:05:33+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 06:05:06+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 22:05:22+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 11:05:35+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 18:05:28+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 11:05:25+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 10:05:10+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 14:05:32+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 07:05:09+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 23:05:21+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-20 02:05:20+09:00,eu-west-1
50,1,4,"[{'instance_type': 'm6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-23 03:05:45+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 15:06:25+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 19:05:41+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'c6g.16xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-19 22:05:34+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 06:05:05+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 22:05:22+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c5.18xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}, {'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}]",2025-08-22 11:05:44+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 18:05:27+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 11:05:34+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 10:05:17+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 14:05:28+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 07:05:17+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 23:05:21+09:00,eu-west-1
50,2,2,"[{'instance_type': 'c6i.32xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}]",2025-08-20 02:05:27+09:00,eu-west-1
50,2,2,"[{'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-23 03:05:43+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c5a.24xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 15:17:23+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-22 19:16:23+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.2xlarge', 'availability_zone': 'eu-west-1c', 'num_instances': 1}, {'instance_type': 'c6g.8xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-19 22:17:11+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 06:15:59+09:00,eu-west-1
75,3,5,"[{'instance_type': 'c6g.12xlarge', 'availability_zone': 'eu-west-1b', 'num_instances': 1}, {'instance_type': 'm8g.48xlarge', 'availability_zone': 'eu-west-1a', 'num_instances': 1}]",2025-08-20 22:15:59+09:00,eu-west-1
