instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
m8a.8xlarge,us-east-1c,1,1.0,10,1,2,32.0,22.0,0.2277,1531623.0752,0.0071,1,210202.9912
m8a.8xlarge,us-east-1c,1,1.0,10,1,4,32.0,22.0,0.2277,1531623.0752,0.0071,1,210202.9912
m8a.8xlarge,us-east-1c,1,1.0,10,2,2,16.0,6.0,0.2277,765811.5376,0.0142,1,210202.9912
m8a.metal-24xl,us-east-1d,2,1.0,17,7,7,26.0,9.0,1.383,1244443.7486,0.0532,2,34608.2582
m8a.8xlarge,us-east-1c,2,1.0,50,1,2,64.0,14.0,0.4554,3063246.1504,0.0071,2,105101.4956
m8a.8xlarge,us-east-1c,2,1.0,50,1,4,64.0,14.0,0.4554,3063246.1504,0.0071,2,105101.4956
m8a.8xlarge,us-east-1c,4,1.0,50,2,2,64.0,14.0,0.9108,3063246.1504,0.0142,4,52550.7478
m8a.metal-24xl,us-east-1d,3,1.0,75,3,5,96.0,21.0,2.0745,4594869.2256,0.0216,3,23072.1721
m8a.8xlarge,us-east-1c,4,1.0,100,1,2,128.0,28.0,0.9108,6126492.3008,0.0071,4,52550.7478
m8a.8xlarge,us-east-1c,4,1.0,100,1,4,128.0,28.0,0.9108,6126492.3008,0.0071,4,52550.7478
m8a.8xlarge,us-east-1c,7,1.0,100,2,2,112.0,12.0,1.5939,5360680.7632,0.0142,7,30028.9987
m8a.8xlarge,us-east-1c,15,1.0,115,4,2,120.0,5.0,3.4155,5743586.532,0.0285,15,14013.5327
m8a.metal-24xl,us-east-1d,5,1.0,287,1,6,320.0,33.0,3.4575,15316230.752,0.0108,5,13843.3033
m8a.8xlarge,us-east-1c,13,1.0,400,1,2,416.0,16.0,2.9601,19911099.9776,0.0071,13,16169.4609
m8a.8xlarge,us-east-1c,13,1.0,400,1,4,416.0,16.0,2.9601,19911099.9776,0.0071,13,16169.4609
m8a.8xlarge,us-east-1c,25,1.0,400,2,2,400.0,0.0,5.6925,19145288.44,0.0142,25,8408.1196
r8a.48xlarge,us-east-1c,3,5.0,439,1,9,510.0,71.0,7.9575,24104220.321,0.0156,3,5939.4505
m8a.8xlarge,us-east-1c,32,1.0,1000,1,2,1024.0,24.0,7.2864,49011938.4064,0.0071,32,6568.8435
m8a.8xlarge,us-east-1c,32,1.0,1000,1,4,1024.0,24.0,7.2864,49011938.4064,0.0071,32,6568.8435
m8a.8xlarge,us-east-1c,63,1.0,1000,2,2,1008.0,8.0,14.3451,48246126.8688,0.0142,63,3336.5554
