pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1464288.582733813,525525.9368131867,1464288.582733813,928707.4386792452,1071242.7,0.0,3.0,0.0,1.0,0.0
5,1,1,352071.0554174067,262762.96850470954,292857.7162589928,309569.14648846956,360415.0,0.0,3.0,0.0,1.0,0.0
6,1,1,350167.3868549512,262762.96850470954,244048.09692246205,309569.14648846956,215418.28941441444,0.0,2.0,0.0,0.0,0.0
10,1,1,210144.3953546767,175175.31231466949,146428.85820143885,185741.48783018865,77267.1717830352,0.0,2.0,0.0,0.0,0.0
14,1,1,150116.60169762973,131381.4842278257,104592.04155043312,132672.4913361571,94945.29451591063,0.0,2.0,0.0,0.0,0.0
15,1,1,131381.4842278257,131381.4842278257,97619.23878497203,116088.42990860848,60914.11934462343,1.0,1.0,0.0,1.0,0.0
17,1,1,116763.17468898963,105105.18737833595,86134.62246396653,103189.71549615654,60130.13139828475,1.0,3.0,0.0,1.0,0.0
20,1,1,105105.18737833595,105105.18737833595,73214.42908273381,92870.74393867924,54478.70638421358,0.0,0.0,0.0,0.0,0.0
25,1,1,80840.38198688536,75075.13384647423,58571.54326330935,71439.03380037959,32949.53682208304,1.0,3.0,0.0,1.0,0.0
30,1,1,70062.79234686759,65690.74211391286,48809.61939248601,61913.82928721173,35480.268437615705,0.0,2.0,0.0,0.0,0.0
35,1,1,58391.77076671125,58391.77076671125,41836.81662017325,51594.85774079897,25841.77461662631,1.0,1.0,0.0,1.0,0.0
40,1,1,52552.59369309262,52552.59369309262,36607.214541366906,46435.37196933962,19854.8139491548,0.0,0.0,0.0,0.0,0.0
45,1,1,45694.788674049545,43793.82807594192,32539.746261657343,40378.58432161073,16300.01463743944,1.0,3.0,0.0,1.0,0.0
50,1,1,42039.435114906446,40425.07207184194,29285.77163453237,37148.2975735849,15648.942738790349,0.0,2.0,0.0,0.0,0.0
