alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.01,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.02,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.03,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.04,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.05,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.06,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.07,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.08,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.09,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.1,3.2186,13530025,4203698.869694899,450,11,"{'r6g.8xlarge_use1-az5': 10, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
