alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.01,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.02,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.03,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.04,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.05,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.06,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.07,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.08,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.09,1.5165000000000002,5652293,3727196.320474777,288,1,{'r6g.8xlarge_use1-az5': 9}
0.1,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.11,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.12,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.13,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.14,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.15,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
0.16,2.0391,10958627,5374247.336177726,288,1,"{'r6g.8xlarge_use1-az5': 3, 'r8a.24xlarge_use1-az4': 1, 'r8a.24xlarge_use1-az6': 1}"
