pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,345413.99491228064,23813.763843402026,329881.7445454545,329881.7445454545,0.0,182.0,0.0,0.0
10,1,4,408497.64131374244,23813.763843402026,154412.7314893617,23813.763843402026,0.0,182.0,0.0,182.0
10,2,2,194341.99828402366,23813.763843402026,112226.30144927536,23813.763843402026,0.0,86.0,0.0,86.0
17,7,7,33608.17542487378,23813.763843402023,19122.27377659555,23813.763843402023,0.0,10.0,0.0,10.0
50,1,2,69082.79899649124,23813.763843402026,65976.34891515152,65976.34891515152,0.0,142.0,0.0,0.0
50,1,4,83371.27729758335,23813.763843402026,30882.546300709222,23813.763843402026,0.0,142.0,0.0,142.0
50,2,2,38190.46245813953,23813.763843402026,22445.260289855072,23813.763843402026,0.0,46.0,0.0,46.0
75,3,5,19667.58649244726,11801.989801741891,7855.280383217374,11906.881921701013,0.0,53.0,0.0,53.0
100,1,2,33707.961673170736,23813.763843402026,32988.17445909091,32988.17445909091,0.0,92.0,0.0,0.0
100,1,4,43725.76288278287,23813.763843402026,15441.27315106383,23813.763843402026,0.0,92.0,0.0,92.0
100,2,2,22755.79591726009,11801.989801741893,11222.630144927536,11906.881921701013,0.0,92.0,0.0,92.0
115,4,2,9727.827989236142,7819.1778993207145,5123.008945452198,7937.9212811340085,0.0,29.0,0.0,29.0
287,1,6,15651.09513875091,11743.279523939671,5292.491289198607,11906.881921701013,1.0,97.0,0.0,97.0
400,1,2,11270.28244595152,7819.1778993207145,8247.04361467803,8247.04361467803,0.0,176.0,0.0,0.0
400,1,4,11280.620174127582,7819.1778993207145,3860.3182877216313,7937.9212811340085,0.0,176.0,0.0,176.0
400,2,2,5550.542987940522,5137.332966009941,2805.657536231884,4762.752768680405,0.0,32.0,0.0,80.0
439,1,9,9010.404754642163,6582.156827518975,1934.8988263471358,7937.921281134007,0.0,156.0,0.0,71.0
1000,1,2,4403.695917647944,4168.957063573401,3298.8174458939397,3298.8174458939397,0.0,56.0,0.0,0.0
1000,1,4,4405.447538053838,4168.957063573401,1544.1273150992909,3968.9606405670042,0.0,56.0,0.0,152.0
1000,2,2,2136.4844901552674,2129.755388599535,1122.2630144927537,2164.887622127457,0.0,3.0,0.0,56.0
