pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,510377.09807228914,363426.1283219438,135714.72413793104,363426.1283219438,0.0,6.0,0.0,6.0
10,1,4,481037.39798994974,363426.1283219438,130933.08688741722,363426.1283219438,2.0,6.0,0.0,6.0
10,2,2,290080.12787878787,241855.58918645777,64099.78827361564,181713.0641609719,0.0,2.0,0.0,6.0
17,7,7,44727.80216802168,44727.80216802168,42529.96365736627,29780.50093330015,0.0,0.0,0.0,9.0
50,1,2,101512.81844716032,46253.59596057209,27142.94482758621,90856.53208048595,0.0,74.0,0.0,14.0
50,1,4,88248.91603509504,46253.59596057209,26186.617382781456,90856.53208048595,0.0,74.0,0.0,14.0
50,2,2,57191.08746564703,46253.59596057209,12819.957654723126,51918.018331706255,0.0,12.0,0.0,6.0
75,3,5,17064.720110466256,17064.720110466256,19164.452892892892,19853.667288866764,0.0,0.0,0.0,21.0
100,1,2,57191.08746564703,46253.59596057209,13571.472413793104,51918.018331706255,0.0,24.0,0.0,12.0
100,1,4,57191.08746564703,46253.59596057209,13093.30869205298,51918.018331706255,0.0,24.0,0.0,12.0
100,2,2,20766.11347602488,17157.182984271174,6409.978827361563,27955.856024764907,0.0,16.0,0.0,4.0
115,4,2,6631.977914741041,5760.625825809972,12498.556234495365,12531.935459377371,0.0,15.0,0.0,1.0
287,1,6,7532.471945322121,6269.622628302588,4158.807553017756,11912.20037332006,0.0,46.0,0.0,33.0
400,1,2,8277.344965082371,6535.031101539929,3392.868103448276,14537.045132877753,0.0,74.0,0.0,0.0
400,1,4,6889.734606421106,6397.399884573478,3273.327173013245,14537.045132877753,0.0,24.0,0.0,0.0
400,2,2,3422.8046401290794,3413.397147980694,1602.4947068403908,7268.522566438876,0.0,4.0,0.0,0.0
439,1,9,3545.453593457927,2584.5844107410335,3274.109264161656,5768.668703522918,0.0,152.0,0.0,2.0
1000,1,2,2690.5376049107517,2543.9720967529115,1357.1472413793103,5768.668703522917,0.0,50.0,0.0,8.0
1000,1,4,2249.324338541209,2249.324338541209,1309.330869205298,5768.668703522917,0.0,0.0,0.0,8.0
1000,2,2,1256.4629592992571,1223.9742788134888,640.9978827361564,2907.409026575551,0.0,28.0,0.0,0.0
