pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,243069.10753086416,243069.10753086416,226793.699375,226793.699375,0.0,0.0,0.0,0.0
10,1,4,163023.4694736842,8819.136243689765,106869.70875675675,17926.28173451809,0.0,182.0,0.0,54.0
10,2,2,83441.06803408015,10206.534231814867,57205.334302325595,21926.055710306406,0.0,86.0,0.0,22.0
17,7,7,13342.904619495312,10206.534232428836,11016.09867725003,10963.027855153203,1.0,10.0,0.0,1.0
50,1,2,48613.821516049386,48613.821516049386,45358.73987916667,45358.73987916667,0.0,0.0,0.0,0.0
50,1,4,32604.69389473684,8819.136243689765,21373.941755675674,17926.28173451809,0.0,142.0,0.0,14.0
50,2,2,18662.068713627545,10206.534231814867,11441.066860465116,10963.027855153203,0.0,46.0,0.0,14.0
75,3,5,8374.604978862792,5035.648802562878,3383.978797660819,5835.89412811388,0.0,53.0,0.0,5.0
100,1,2,24157.788606134967,24157.788606134967,22679.369940624998,22679.369940624998,0.0,0.0,0.0,0.0
100,1,4,15930.042732687623,8819.136243689765,10686.970878378379,8963.140867259044,0.0,92.0,0.0,28.0
100,2,2,9743.922437804646,5035.648802562879,5720.533430232558,5481.513927576601,0.0,92.0,0.0,28.0
115,4,2,4103.902170201182,3342.2010047773488,2206.942694113678,2740.7569637883007,0.0,29.0,0.0,13.0
287,1,6,4268.019089197421,3862.9355033719207,3025.811434289277,3374.6033434781107,0.0,30.0,0.0,1.0
400,1,2,5299.093988186157,4279.338347179817,5669.842485091146,5669.842485091146,0.0,92.0,0.0,0.0
400,1,4,4226.60145998241,2939.712081229922,2671.7427195945947,2560.897390645441,0.0,176.0,0.0,48.0
400,2,2,2388.1223097592347,1998.1968542850768,1430.1333575581396,1686.6196700235696,0.0,80.0,0.0,16.0
439,1,9,2437.768467874264,1853.9417464444107,1164.9390866637793,1840.6927328163927,0.0,141.0,0.0,23.0
1000,1,2,1985.197268823081,1857.9001725057024,2267.9369940520833,2267.9369940520833,0.0,68.0,0.0,0.0
1000,1,4,1690.640583992964,1469.856040614961,1068.697087837838,1120.3926084073805,0.0,152.0,0.0,24.0
1000,2,2,949.9466765022269,902.7659151045043,572.0533430232558,685.1892409470752,0.0,56.0,0.0,24.0
