pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,679875.2997159091,0.0,679875.2997159091,0.0,679875.2997159091,0.0,679875.2997159091,0.0
10,1,4,679875.2997159091,0.0,679875.2997159091,0.0,679875.2997159091,0.0,679875.2997159091,0.0
10,2,2,341392.4472182597,0.0,341392.4472182597,0.0,341392.4472182597,0.0,341392.4472182597,0.0
17,7,7,52104.529827999126,1.0,52104.529827999126,1.0,52104.529827999126,1.0,52104.529827999126,1.0
50,1,2,136323.6146397038,0.0,136323.6146397038,0.0,136323.6146397038,0.0,136323.6146397038,0.0
50,1,4,136323.6146397038,0.0,136323.6146397038,0.0,136323.6146397038,0.0,136323.6146397038,0.0
50,2,2,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0
75,3,5,29416.275029193042,0.0,29416.275029193042,0.0,29416.275029193042,0.0,29416.275029193042,0.0
100,1,2,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0
100,1,4,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0,67987.52997159092,0.0
100,2,2,33735.00218494503,0.0,33735.00218494503,0.0,33735.00218494503,0.0,33735.00218494503,0.0
115,4,2,14589.77659574468,0.0,14589.77659574468,0.0,14589.77659574468,0.0,14589.77659574468,0.0
287,1,6,15426.312921004286,0.0,15426.312921004286,0.0,15426.312921004286,0.0,15426.312921004286,0.0
400,1,2,16830.13506100777,0.0,16830.13506100777,0.0,16830.13506100777,0.0,16830.13506100777,0.0
400,1,4,16830.13506100777,0.0,16830.13506100777,0.0,16830.13506100777,0.0,16830.13506100777,0.0
400,2,2,8338.83081292031,0.0,8338.83081292031,0.0,8338.83081292031,0.0,8338.83081292031,0.0
439,1,9,8055.6056373241545,0.0,8055.6056373241545,0.0,8055.6056373241545,0.0,8055.6056373241545,0.0
1000,1,2,6661.084280843365,0.0,6661.084280843365,0.0,6661.084280843365,0.0,6661.084280843365,0.0
1000,1,4,6661.084280843365,0.0,6661.084280843365,0.0,6661.084280843365,0.0,6661.084280843365,0.0
1000,2,2,3242.2384639354036,0.0,3239.0569808281844,1.0,3242.2384639354036,0.0,3242.2384639354036,0.0
