pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1339053.375,836900.055,1339053.375,734649.1679104477,978539.0048076924,0.0,1.0,0.0,1.0,0.0
5,1,1,288104.65726744186,278966.68486111116,267810.6747368421,244883.0561774461,321035.6295525494,0.0,1.0,0.0,1.0,0.0
6,1,1,244883.0561774461,278966.68486111116,223175.56231725146,244883.0561774461,185668.34262340542,0.0,0.0,0.0,0.0,0.0
10,1,1,146929.8336567164,167380.0109,133905.33743421052,146929.8336567164,122620.93182741116,0.0,0.0,0.0,0.0,0.0
14,1,1,104949.88120621385,119557.15063775508,95646.66957572504,104949.88120621385,94767.09853609289,0.0,0.0,0.0,0.0,0.0
15,1,1,97302.42580539119,104612.50681640624,89270.22494152047,91831.1460471082,78651.96746400886,0.0,1.0,0.0,1.0,0.0
17,1,1,85922.10870567738,92988.8949537037,78767.84554270624,81627.68539248205,50002.01782057955,0.0,1.0,0.0,1.0,0.0
20,1,1,73464.91684701492,83690.00545,66952.6687006579,73464.91684701492,33013.80886341223,0.0,0.0,0.0,0.0,0.0
25,1,1,58536.8119239905,64376.92727071006,53562.13495789474,56511.474498807744,40386.22422993062,0.0,1.0,0.0,1.0,0.0
30,1,1,48976.61122719735,55793.33697222223,44635.112470760236,48976.61122719735,29163.456109114668,0.0,0.0,0.0,0.0,0.0
35,1,1,41859.8090544969,46494.44747299383,38258.66783029001,40813.84269048277,22225.89482899918,0.0,1.0,0.0,1.0,0.0
40,1,1,36732.45842350746,41845.002728125,33476.33435032895,36732.45842350746,17761.441614275147,0.0,0.0,0.0,0.0,0.0
45,1,1,32578.332991622574,36386.95889413989,29756.741647173487,31941.268194706998,16281.769431112103,0.0,1.0,0.0,1.0,0.0
50,1,1,29385.966737313433,33476.002182,26781.067481578946,29385.966737313433,16635.90659482344,0.0,0.0,0.0,0.0,0.0
