pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,488986.5457420925,320498.9413680781,338141.4361616162,71795.79737609331,0.0,6.0,0.0,54.0
10,1,4,238755.92147315852,21369.064642980342,182959.62302521008,58959.16585155351,0.0,182.0,0.0,54.0
10,2,2,213665.96091205213,213665.96091205213,93265.4282868526,71795.79737609331,2.0,2.0,0.0,22.0
17,7,7,37866.06122171946,35897.89868804665,16144.585281811465,35897.89868804665,0.0,1.0,0.0,1.0
50,1,2,101553.84072970194,91571.1261051652,67628.28723636364,71795.79737609331,0.0,6.0,0.0,14.0
50,1,4,61602.343304951115,21369.064642980342,36591.924608403366,58959.16585155351,0.0,142.0,0.0,14.0
50,2,2,49307.5294412428,49307.5294412428,18653.08565737052,35897.898688046655,2.0,2.0,0.0,14.0
75,3,5,19552.53693865396,17948.949344023324,5268.710843373494,17948.949344023324,0.0,9.0,0.0,9.0
100,1,2,50776.92036485097,49307.5294412428,33814.14361818182,35897.898688046655,0.0,4.0,0.0,28.0
100,1,4,36614.91267166042,21369.064642980342,18295.962305042016,29479.582925776755,0.0,92.0,0.0,28.0
100,2,2,25639.915309446253,25639.915309446253,9326.54282868526,17948.949344023327,0.0,0.0,0.0,28.0
115,4,2,10928.932022659115,10928.932022659115,3436.115767417496,8974.474672011664,1.0,1.0,0.0,13.0
287,1,6,12626.866833845006,12626.866833845006,6537.783357245337,8422.737978821317,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,12819.957654723126,8453.535904482324,10256.54248229904,0.0,0.0,0.0,48.0
400,1,4,9729.361506116207,8759.12998110224,4573.990576207983,8422.737978793359,0.0,48.0,0.0,48.0
400,2,2,6159.197183098591,6159.197183098591,2331.635707171315,5522.753644314868,0.0,0.0,0.0,16.0
439,1,9,6715.119273611509,6308.8040794218,2423.8248738649604,4332.922766928399,0.0,39.0,0.0,71.0
1000,1,2,4856.493943990722,4585.565923880279,3381.41436179798,4487.237336005832,0.0,56.0,0.0,24.0
1000,1,4,3516.9534376356696,3315.7971289477755,1829.5962304957984,3684.9478657220943,0.0,56.0,0.0,24.0
1000,2,2,2305.367895644028,2268.481453584606,932.6542828685259,2243.618668002916,0.0,16.0,0.0,24.0
