pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,243069.10753086416,243069.10753086416,226793.699375,226793.699375,0.0,0.0,0.0,0.0
10,1,4,165638.81925133688,9001.679480048015,107450.52239130434,18405.228193073915,0.0,182.0,0.0,54.0
10,2,2,85160.94834138485,10344.404754704301,56874.667630057804,22492.439135901244,0.0,86.0,0.0,22.0
17,7,7,15112.454255848681,10344.404755326563,10927.32425567512,11246.219567950622,1.0,10.0,0.0,1.0
50,1,2,48613.821516049386,48613.821516049386,45358.73987916667,45358.73987916667,0.0,0.0,0.0,0.0
50,1,4,33127.76385026738,9001.679480048015,21490.104482608695,18405.228193073915,0.0,142.0,0.0,14.0
50,2,2,19222.571682797377,10344.404754704301,11374.93352601156,11246.219567950622,0.0,46.0,0.0,14.0
75,3,5,8499.04862029776,5110.052746159889,3366.6915496523347,5623.109783975311,0.0,53.0,0.0,9.0
100,1,2,24157.788606134967,24157.788606134967,22679.369940624998,22679.369940624998,0.0,0.0,0.0,0.0
100,1,4,15033.54804569733,9001.679480048015,10745.052241847827,9202.614096536958,0.0,92.0,0.0,28.0
100,2,2,9872.033270266804,5110.0527461598895,5687.46676300578,5623.109783975311,0.0,92.0,0.0,28.0
115,4,2,4167.513202549539,3392.9857449553933,2195.6684019342983,2811.5548919876555,0.0,29.0,0.0,13.0
287,1,6,4317.8345799319,3702.560955347871,3025.811434289277,3461.745180265989,1.0,49.0,0.0,1.0
400,1,2,5356.6322814739715,4309.408160421667,5669.842485091146,5669.842485091146,0.0,92.0,0.0,0.0
400,1,4,4313.260245140661,3000.559826682671,2686.2630604619567,2629.3183132962736,0.0,176.0,0.0,48.0
400,2,2,2435.4160045015205,2029.2280645978299,1421.866690751445,1730.1876258385576,0.0,80.0,0.0,16.0
439,1,9,2497.605244258986,1850.1164559589288,1195.839327689344,1888.224643791861,0.0,156.0,0.0,23.0
1000,1,2,2013.541465352894,1881.1905631580053,2267.9369940520833,2267.9369940520833,0.0,68.0,0.0,0.0
1000,1,4,1725.3040980562646,1500.2799133413355,1074.5052241847827,1150.3267620671197,0.0,152.0,0.0,24.0
1000,2,2,967.392267683111,947.2375682015784,568.7466763005781,702.8887229969139,0.0,24.0,0.0,24.0
