pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1071242.7,326276.8243177388,1071242.7,564143.2005730659,1071242.7,0.0,3.0,0.0,1.0,0.0
5,1,1,223216.22094594594,163138.4122197856,214248.5397894737,188047.73368354028,229038.78247958425,0.0,3.0,0.0,1.0,0.0
6,1,1,188047.73368354028,163138.4122197856,178540.44985380117,188047.73368354028,206249.9779116466,0.0,2.0,0.0,0.0,0.0
10,1,1,112828.64017191977,108758.94146632013,107124.26994736843,112828.64017191977,92766.21954685099,0.0,2.0,0.0,0.0,0.0
14,1,1,80591.88585462839,81569.20609466374,76517.33566058002,80591.88585462839,55696.17805044019,0.0,2.0,0.0,0.0,0.0
15,1,1,74944.67130016458,81569.20609466374,71416.17995321639,70517.90011640401,55586.38696094545,0.0,1.0,0.0,1.0,0.0
17,1,1,66155.98980155442,65255.36487329435,63014.27643416499,62682.57789451343,54208.27607243771,0.0,3.0,0.0,1.0,0.0
20,1,1,56414.32010028653,65255.36487329435,53562.13496052632,56414.32010028653,41168.66044448348,0.0,0.0,0.0,0.0,0.0
25,1,1,45032.4309182275,46610.974912479614,42849.70796631579,43395.63084722199,25444.801055011307,0.0,3.0,0.0,1.0,0.0
30,1,1,37609.54673034066,40784.60304733187,35708.08997660819,37609.54673034066,20503.612812462263,0.0,2.0,0.0,0.0,0.0
35,1,1,32175.67037201166,36252.98048576517,30606.934264232008,31341.288942834908,14199.674191995378,0.0,1.0,0.0,1.0,0.0
40,1,1,28186.96881173944,32627.682439083823,26781.06748026316,28207.160050143266,11248.371457910076,0.0,0.0,0.0,0.0,0.0
45,1,1,28916.34149142171,27189.735364887914,23805.393317738788,24527.965261264973,9004.344268554609,0.0,3.0,0.0,1.0,0.0
50,1,1,26004.66472158597,25098.217260977886,21424.85398526316,22565.728038968482,7727.698598194644,0.0,2.0,0.0,0.0,0.0
