pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0
10,1,4,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0,725200.3196969697,0.0
10,2,2,361777.9372637944,0.0,361777.9372637944,0.0,361777.9372637944,0.0,361777.9372637944,0.0
17,7,7,55072.16787481303,1.0,55072.16787481303,1.0,55072.16787481303,1.0,55072.16787481303,1.0
50,1,2,143906.25706554423,0.0,143906.25706554423,0.0,143906.25706554423,0.0,143906.25706554423,0.0
50,1,4,143906.25706554423,0.0,143906.25706554423,0.0,143906.25706554423,0.0,143906.25706554423,0.0
50,2,2,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0
75,3,5,31264.76001045137,0.0,31264.76001045137,0.0,31264.76001045137,0.0,31264.76001045137,0.0
100,1,2,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0
100,1,4,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0,72300.93821752266,0.0
100,2,2,35906.39242310578,0.0,35906.39242310578,0.0,35906.39242310578,0.0,35906.39242310578,0.0
115,4,2,15524.381661314912,0.0,15524.381661314912,0.0,15524.381661314912,0.0,15524.381661314912,0.0
287,1,6,16458.022522522526,0.0,16458.022522522526,0.0,16458.022522522526,0.0,16458.022522522526,0.0
400,1,2,17889.449112315455,0.0,17889.449112315455,0.0,17889.449112315455,0.0,17889.449112315455,0.0
400,1,4,17889.449112315455,0.0,17889.449112315455,0.0,17889.449112315455,0.0,17889.449112315455,0.0
400,2,2,8800.48928971997,0.0,8800.48928971997,0.0,8800.48928971997,0.0,8800.48928971997,0.0
439,1,9,8703.763599867407,0.0,8703.763599867407,0.0,8703.763599867407,0.0,8703.763599867407,0.0
1000,1,2,7031.470706625532,0.0,7031.470706625532,0.0,7031.470706625532,0.0,7031.470706625532,0.0
1000,1,4,7031.470706625532,0.0,7031.470706625532,0.0,7031.470706625532,0.0,7031.470706625532,0.0
1000,2,2,3090.407717633152,0.0,3090.407717633152,0.0,3090.407717633152,0.0,3090.407717633152,0.0
