pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0
10,1,4,300802.94291262137,0.0,300802.94291262137,0.0,300802.94291262137,0.0,300802.94291262137,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0
50,1,4,62927.43198845492,14.0,62927.43198845492,14.0,62927.43198845492,14.0,62927.43198845492,14.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0
100,1,4,38572.04678709678,0.0,38572.04678709678,0.0,38572.04678709678,0.0,38572.04678709678,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10938.652028904948,1.0,10938.652028904948,1.0,10938.652028904948,1.0,10938.652028904948,1.0
287,1,6,12574.667486679602,1.0,12568.6955651617,1.0,12568.6955651617,1.0,12574.667486679602,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9524.458400222758,16.0,9524.458400222758,16.0,9524.458400222758,16.0,9524.458400222758,16.0
400,2,2,6178.535321821036,0.0,6178.535321821036,0.0,6178.535321821036,0.0,6178.535321821036,0.0
439,1,9,7081.405943725976,11.0,7081.405943725976,11.0,7081.405943725976,11.0,7081.405943725976,11.0
1000,1,2,4868.9880780705,0.0,4868.9880780705,0.0,4868.9880780705,0.0,4868.9880780705,0.0
1000,1,4,3653.1872269616756,0.0,3653.1872269616756,0.0,3653.1872269616756,0.0,3653.1872269616756,0.0
1000,2,2,2316.5437272085474,0.0,2316.5437272085474,0.0,2316.5437272085474,0.0,2316.5437272085474,0.0
