pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,674129.8746478874,0.0,674129.8746478874,0.0,674129.8746478874,0.0,674129.8746478874,0.0
10,1,4,674129.8746478874,0.0,674129.8746478874,0.0,674129.8746478874,0.0,674129.8746478874,0.0
10,2,2,337064.9373239437,0.0,337064.9373239437,0.0,337064.9373239437,0.0,337064.9373239437,0.0
17,7,7,51107.56745920485,0.0,50740.282774246785,0.0,51107.56745920485,0.0,51107.56745920485,0.0
50,1,2,134825.97492957747,0.0,134825.97492957747,0.0,134825.97492957747,0.0,134825.97492957747,0.0
50,1,4,134825.97492957747,0.0,134825.97492957747,0.0,134825.97492957747,0.0,134825.97492957747,0.0
50,2,2,66857.41178935606,0.0,66857.41178935606,0.0,66857.41178935606,0.0,66857.41178935606,0.0
75,3,5,28793.3712927871,0.0,28793.3712927871,0.0,28793.3712927871,0.0,28793.3712927871,0.0
100,1,2,67063.50161132128,0.0,67063.50161132128,0.0,67063.50161132128,0.0,67063.50161132128,0.0
100,1,4,67063.50161132128,0.0,67063.50161132128,0.0,67063.50161132128,0.0,67063.50161132128,0.0
100,2,2,33356.485539061956,0.0,33356.485539061956,0.0,33356.485539061956,0.0,33356.485539061956,0.0
115,4,2,14191.787078218586,0.0,14191.787078218586,0.0,14191.787078218586,0.0,14191.787078218586,0.0
287,1,6,15090.239327826472,0.0,15090.239327826472,0.0,15090.239327826472,0.0,15090.239327826472,0.0
400,1,2,16559.376245502353,0.0,16559.376245502353,0.0,16559.376245502353,0.0,16559.376245502353,0.0
400,1,4,16559.376245502353,0.0,16559.376245502353,0.0,16559.376245502353,0.0,16559.376245502353,0.0
400,2,2,8161.79613935167,0.0,8161.79613935167,0.0,8161.79613935167,0.0,8161.79613935167,0.0
439,1,9,7964.463965801301,0.0,7964.463965801301,0.0,7964.463965801301,0.0,7964.463965801301,0.0
1000,1,2,6526.387561700619,0.0,6526.387561700619,0.0,6526.387561700619,0.0,6526.387561700619,0.0
1000,1,4,6526.387561700619,0.0,6526.387561700619,0.0,6526.387561700619,0.0,6526.387561700619,0.0
1000,2,2,3060.960084175408,0.0,3060.960084175408,0.0,3060.960084175408,0.0,3060.960084175408,0.0
