instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
m8a.medium,us-east-1b,10,50.0,10,1,2,10.0,0.0,0.066,478632.211,0.0066,10,725200.3197
m8a.medium,us-east-1b,10,50.0,10,1,4,10.0,0.0,0.066,478632.211,0.0066,10,725200.3197
m8a.large,us-east-1b,10,10.0,10,2,2,10.0,0.0,0.13,478632.211,0.013,10,368178.6238
m8a.2xlarge,us-east-1b,17,1.0,17,7,7,17.0,0.0,0.9129,813674.7587,0.0537,17,52429.8621
m8a.medium,us-east-1b,50,50.0,50,1,2,50.0,0.0,0.33,2393161.055,0.0066,50,145040.0639
m8a.medium,us-east-1b,50,50.0,50,1,4,50.0,0.0,0.33,2393161.055,0.0066,50,145040.0639
m8a.large,us-east-1b,50,10.0,50,2,2,50.0,0.0,0.65,2393161.055,0.013,50,73635.7248
m8a.xlarge,us-east-1b,75,5.0,75,3,5,75.0,0.0,1.95,3589741.5825,0.026,75,24545.2416
m8a.medium,us-east-1b,100,50.0,100,1,2,100.0,0.0,0.66,4786322.11,0.0066,100,72520.032
m8a.medium,us-east-1b,100,50.0,100,1,4,100.0,0.0,0.66,4786322.11,0.0066,100,72520.032
m8a.large,us-east-1b,100,10.0,100,2,2,100.0,0.0,1.3,4786322.11,0.013,100,36817.8624
m8a.xlarge,us-east-1b,115,5.0,115,4,2,115.0,0.0,2.99,5504270.4265,0.026,115,16007.7663
m8a.large,us-east-1b,287,10.0,287,1,6,287.0,0.0,3.731,13736744.4557,0.013,287,12828.5235
m8a.medium,us-east-1b,400,50.0,400,1,2,400.0,0.0,2.64,19145288.44,0.0066,400,18130.008
m8a.medium,us-east-1b,400,50.0,400,1,4,400.0,0.0,2.64,19145288.44,0.0066,400,18130.008
m8a.large,us-east-1b,400,10.0,400,2,2,400.0,0.0,5.2,19145288.44,0.013,400,9204.4656
x2gd.medium,us-east-1f,439,50.0,439,1,9,439.0,0.0,7.6386,8688468.3354,0.0174,439,2590.9852
m8a.medium,us-east-1b,1000,50.0,1000,1,2,1000.0,0.0,6.6,47863221.1,0.0066,1000,7252.0032
m8a.medium,us-east-1b,1000,50.0,1000,1,4,1000.0,0.0,6.6,47863221.1,0.0066,1000,7252.0032
m8a.large,us-east-1b,1000,10.0,1000,2,2,1000.0,0.0,13.0,47863221.1,0.013,1000,3681.7862
