pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,216527.7796808511,216527.7796808511,128618.52941176471,128618.52941176471,0.0,0.0,0.0,0.0
10,1,4,129574.3617628802,51262.148382794265,112334.63704545455,112334.63704545455,0.0,22.0,0.0,0.0
10,2,2,84063.9182913472,19455.82288440877,44846.70177718833,50122.26909962443,0.0,38.0,0.0,6.0
17,7,7,14193.31522602964,14193.31522602964,8013.8638035417325,11758.8832957192,1.0,1.0,0.0,1.0
50,1,2,43305.555927659574,43305.555927659574,25723.70588235294,25723.70588235294,0.0,0.0,0.0,0.0
50,1,4,31616.896282143964,25631.074191397132,22466.927413636364,22466.927413636364,0.0,14.0,0.0,0.0
50,2,2,18585.314063424947,8207.300173129928,8969.340356498673,12530.567274906107,0.0,62.0,0.0,14.0
75,3,5,8039.515490773872,6361.709522431857,3388.0335056734634,6265.283637453054,0.0,21.0,0.0,5.0
100,1,2,21091.82516683938,21091.82516683938,12861.85294117647,12861.85294117647,0.0,0.0,0.0,0.0
100,1,4,16323.17880479779,12815.537095698566,11233.463707386363,11233.463707386363,0.0,28.0,0.0,0.0
100,2,2,9159.592578964603,8207.300173129928,4484.670177984085,7160.324157089205,0.0,12.0,0.0,12.0
115,4,2,3927.2102000489217,3563.7550313059037,2209.58706899929,3341.4846066416285,0.0,13.0,0.0,5.0
287,1,6,4483.589510812999,3851.683179136914,3757.636406424403,3032.0754735199603,0.0,47.0,0.0,1.0
400,1,2,4937.681689599328,4186.056413240813,3215.4632352941176,3215.4632352941176,0.0,66.0,0.0,0.0
400,1,4,3918.308072919311,3765.628764540899,2808.365926846591,2808.365926846591,0.0,16.0,0.0,0.0
400,2,2,2258.90102485022,2128.8606664185145,1121.1675445291778,2004.8907639849772,0.0,24.0,0.0,0.0
439,1,9,2561.47985299583,2041.1900571902413,984.7178772870336,2223.1174533479693,0.0,113.0,0.0,2.0
1000,1,2,1866.7763818249377,1650.3319181495758,1286.1852941176471,1286.1852941176471,0.0,124.0,0.0,0.0
1000,1,4,1532.7449980574827,1472.1967669103842,1123.3463707386363,1123.3463707386363,0.0,40.0,0.0,0.0
1000,2,2,886.8032098502441,886.8032098502441,448.4670178090186,795.5915730099116,0.0,0.0,0.0,8.0
