pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0
10,1,4,303751.99137254903,0.0,303751.99137254903,0.0,303751.99137254903,0.0,303751.99137254903,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0
50,1,4,62349.51503989786,0.0,62349.51503989786,0.0,62349.51503989786,0.0,62349.51503989786,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0
100,1,4,38417.13896867469,0.0,38417.13896867469,0.0,38417.13896867469,0.0,38417.13896867469,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10967.916062869244,1.0,10967.916062869244,1.0,10967.916062869244,1.0,10967.916062869244,1.0
287,1,6,12663.581187895212,1.0,12663.581187895212,1.0,12663.581187895212,1.0,12663.581187895212,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,8965.88836104513,0.0,8965.88836104513,0.0,8965.88836104513,0.0,8965.88836104513,0.0
400,2,2,6237.285261489699,0.0,6237.285261489699,0.0,6237.285261489699,0.0,6237.285261489699,0.0
439,1,9,6855.0149969313,0.0,6855.0149969313,0.0,6855.0149969313,0.0,6855.0149969313,0.0
1000,1,2,4916.58588382261,0.0,4916.58588382261,0.0,4916.58588382261,0.0,4916.58588382261,0.0
1000,1,4,3677.3705622872703,0.0,3677.3705622872703,0.0,3677.3705622872703,0.0,3677.3705622872703,0.0
1000,2,2,2333.3461919029105,0.0,2333.3461919029105,0.0,2333.3461919029105,0.0,2333.3461919029105,0.0
