instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-west-2d,1,50.0,1,1,1,2.0,1.0,0.0237,39377.1954,0.0118,1,830742.5196
t4g.large,us-west-2d,3,50.0,5,1,1,6.0,1.0,0.0711,118131.5863,0.0118,3,276914.1732
t4g.large,us-west-2d,3,50.0,6,1,1,6.0,0.0,0.0711,118131.5863,0.0118,3,276914.1732
t4g.large,us-west-2d,5,50.0,10,1,1,10.0,0.0,0.1185,196885.9771,0.0118,5,166148.5039
t4g.large,us-west-2d,7,50.0,14,1,1,14.0,0.0,0.1659,275640.368,0.0118,7,118677.5028
t4g.large,us-west-2d,8,50.0,15,1,1,16.0,1.0,0.1896,315017.5634,0.0118,8,103842.8149
t4g.large,us-west-2d,9,50.0,17,1,1,18.0,1.0,0.2133,354394.7589,0.0118,9,92304.7244
t4g.large,us-west-2d,10,50.0,20,1,1,20.0,0.0,0.237,393771.9543,0.0118,10,83074.252
t4g.large,us-west-2d,13,50.0,25,1,1,26.0,1.0,0.3081,511903.5406,0.0118,13,63903.2707
t4g.large,us-west-2d,15,50.0,30,1,1,30.0,0.0,0.3555,590657.9314,0.0118,15,55382.8346
t4g.large,us-west-2d,18,50.0,35,1,1,36.0,1.0,0.4266,708789.5177,0.0118,18,46152.3622
t4g.large,us-west-2d,20,50.0,40,1,1,40.0,0.0,0.474,787543.9086,0.0118,20,41537.126
t4g.large,us-west-2d,23,50.0,45,1,1,46.0,1.0,0.5451,905675.4949,0.0118,23,36119.24
t4g.large,us-west-2d,25,50.0,50,1,1,50.0,0.0,0.5925,984429.8857,0.0119,25,33229.7008
