pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,237212.0206024096,237212.0206024096,199744.90954128437,199744.90954128437,0.0,0.0,0.0,0.0
10,1,4,123672.0961683417,7727.133422130632,104057.348,104057.348,0.0,182.0,0.0,0.0
10,2,2,84947.42977373069,27267.44778565102,57039.52173913044,18880.01055358342,0.0,22.0,0.0,22.0
17,7,7,13625.275981650519,6726.892000262215,10943.358480555056,9440.00527679171,0.0,19.0,0.0,1.0
50,1,2,47442.40413012048,47442.40413012048,39948.9819119266,39948.9819119266,0.0,0.0,0.0,0.0
50,1,4,24915.96774740572,7727.133422130632,20811.469604210528,20811.469604210528,0.0,142.0,0.0,0.0
50,2,2,17353.409554678692,15573.122495953057,11407.904347826086,9440.00527679171,0.0,6.0,0.0,14.0
75,3,5,7505.388830311938,4886.965195165785,3429.8274509803923,5008.560702468822,0.0,42.0,0.0,5.0
100,1,2,23438.806802380954,23438.806802380954,19974.49095688073,19974.49095688073,0.0,0.0,0.0,0.0
100,1,4,12457.98387370286,7727.133422130632,10405.73480263158,10405.73480263158,0.0,92.0,0.0,0.0
100,2,2,8618.725295386424,7218.041864009379,5703.952173913043,4720.002638395855,0.0,20.0,0.0,28.0
115,4,2,3729.5464916996048,3247.789800009615,2236.843989769821,2360.0013191979274,0.0,17.0,0.0,13.0
287,1,6,3920.13961467974,3441.283468219612,2814.1291528780926,2845.58766492678,0.0,41.0,0.0,1.0
400,1,2,4976.699397413794,4752.8100659324155,4993.622739162844,4993.622739162844,0.0,12.0,0.0,0.0
400,1,4,3120.2215078050713,2575.7111407102107,2601.433700657895,2601.433700657895,0.0,176.0,0.0,0.0
400,2,2,2123.679888751545,2083.077204980938,1425.9880434782608,1452.3085041218017,0.0,8.0,0.0,16.0
439,1,9,2227.4712447358943,2168.110774687672,1024.6168784974604,1552.1387263322572,2.0,16.0,0.0,23.0
1000,1,2,1782.362966734383,1659.7290906510468,1997.449095678899,1997.449095678899,0.0,70.0,0.0,0.0
1000,1,4,1481.5450036850598,1287.8555703551053,1040.573480263158,1040.573480263158,0.0,152.0,0.0,0.0
1000,2,2,841.2589371751518,815.344387931111,570.3952173913043,590.0003297994818,0.0,32.0,0.0,24.0
