pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,978539.0048076924,701802.9811320755,978539.0048076924,602097.7889908256,701802.9811320755,0.0,1.0,0.0,1.0,1.0
5,1,1,265503.64888123923,233934.32692755648,195707.80076923076,200699.26316683655,150267.84096385544,0.0,1.0,0.0,1.0,0.0
6,1,1,233934.32692755648,233934.32692755648,163089.8340010684,200699.26316683655,130496.03260606059,0.0,0.0,0.0,0.0,0.0
10,1,1,140360.59614255765,140360.59614255765,97853.9004326923,120419.55785932721,65529.99999999999,0.0,0.0,0.0,0.0,0.0
14,1,1,100257.56866897702,100257.56866897702,69895.64315149136,86013.96991824252,37476.65506953983,0.0,0.0,0.0,0.0,0.0
15,1,1,91911.97101776149,87725.37259237422,65235.93361111112,75262.22367163608,28629.84780994803,0.0,1.0,0.0,1.0,0.0
17,1,1,81272.60644953806,77978.10897585216,57561.117896593016,66899.75438894553,50165.7954879358,0.0,1.0,0.0,1.0,0.0
20,1,1,70180.29807127883,70180.29807127883,48926.950204326924,60209.77894495412,22956.58202573682,0.0,0.0,0.0,0.0,0.0
25,1,1,55548.055536075524,53984.84467145498,39141.560161538466,46315.2145739464,23111.853765050437,0.0,1.0,0.0,1.0,0.0
30,1,1,46786.8653855113,46786.8653855113,32617.96680555556,40139.852626571526,25833.570816720257,0.0,0.0,0.0,0.0,0.0
35,1,1,39799.29869973719,38989.05448469084,27958.257260596547,33449.87718975347,15859.17437327712,0.0,1.0,0.0,1.0,0.0
40,1,1,35090.14903825996,35090.14903825996,24463.475102163462,30104.88947247706,8352.295953093813,0.0,0.0,0.0,0.0,0.0
45,1,1,31007.65604144604,30513.173076846866,21745.3112037037,26178.164758964755,13477.305087656956,0.0,1.0,0.0,1.0,0.0
50,1,1,28072.119230188684,28072.119230188684,19570.78008269231,24083.911576758408,9301.760409076875,0.0,0.0,0.0,0.0,0.0
