pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,946679.5953488373,674919.3991935485,946679.5953488373,591249.1801801801,946679.5953488373,0.0,1.0,0.0,1.0,0.0
5,1,1,224989.7891032917,224973.13295250898,189335.91888372094,197083.06022689355,144665.4773819387,0.0,1.0,0.0,1.0,0.0
6,1,1,224973.13295250898,224973.13295250898,157779.93242894058,197083.06022689355,74991.04435483873,0.0,0.0,0.0,0.0,0.0
10,1,1,134983.87975806452,134983.87975806452,94667.9594883721,118249.83609609609,53073.328854538246,0.0,0.0,0.0,0.0,0.0
14,1,1,96417.05696593152,96417.05696593152,67619.97104888468,84464.16865845438,63579.92745857719,0.0,0.0,0.0,0.0,0.0
15,1,1,88421.95855709248,84364.92485194052,63111.97298191214,73906.14756944444,27474.863300382935,0.0,1.0,0.0,1.0,0.0
17,1,1,78183.35365836509,74991.04431750298,55687.034988331856,65694.35340896451,30282.361757176684,0.0,1.0,0.0,1.0,0.0
20,1,1,67491.93987903226,67491.93987903226,47333.979732558146,59124.91806306306,37464.30297345839,0.0,0.0,0.0,0.0,0.0
25,1,1,53431.33864764067,51916.876831217785,37867.18378418605,45480.70620324466,30317.274755114693,0.0,1.0,0.0,1.0,0.0
30,1,1,44994.62659050179,44994.62659050179,31555.98649095607,39416.612038705374,20794.83748569336,0.0,0.0,0.0,0.0,0.0
35,1,1,38280.41717193411,37495.52215564019,27047.98841955387,32847.176699847994,15414.753555667632,0.0,1.0,0.0,1.0,0.0
40,1,1,33745.96994203629,33745.96994203629,23666.989866279073,29562.45903153153,12317.935120429482,0.0,0.0,0.0,0.0,0.0
45,1,1,29823.306817251327,29344.32168882249,21037.324327304046,25706.486114659085,8143.066274082579,0.0,1.0,0.0,1.0,0.0
50,1,1,26996.775953225806,26996.775953225806,18933.59189395349,23649.967224024025,8566.832386230584,0.0,0.0,0.0,0.0,0.0
