pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,946679.5953488373,668183.6766467066,946679.5953488373,587719.3343283582,946679.5953488373,0.0,1.0,0.0,1.0,0.0
5,1,1,223972.8861016949,222727.89210467954,189335.91888372094,195906.44494195687,143476.77173377157,0.0,1.0,0.0,1.0,0.0
6,1,1,222727.89210467954,222727.89210467954,157779.93242894058,195906.44494195687,74242.63073852296,0.0,0.0,0.0,0.0,0.0
10,1,1,133636.735249501,133636.735249501,94667.9594883721,117543.86692537312,104003.11359223301,0.0,0.0,0.0,0.0,0.0
14,1,1,95454.81088842721,95454.81088842721,67619.97104888468,83959.90496497107,53254.855532134905,0.0,0.0,0.0,0.0,0.0
15,1,1,87590.47855991403,83522.95953405688,63111.97298191214,73464.91683768656,60906.20583140382,0.0,1.0,0.0,1.0,0.0
17,1,1,77442.80567202016,74242.63070155983,55687.034988331856,65302.148313985635,38673.703037135456,0.0,1.0,0.0,1.0,0.0
20,1,1,66818.3676247505,66818.3676247505,47333.979732558146,58771.933477611936,24599.107505091648,0.0,0.0,0.0,0.0,0.0
25,1,1,52916.50320218403,51398.74432791222,37867.18378418605,45209.17959904619,23756.231850680168,0.0,1.0,0.0,1.0,0.0
30,1,1,44545.57842093591,44545.57842093591,31555.98649095607,39181.288981757876,14351.983785637727,0.0,0.0,0.0,0.0,0.0
35,1,1,37907.78370198285,37121.31534769966,27047.98841955387,32651.074152386216,15331.86944239783,0.0,1.0,0.0,1.0,0.0
40,1,1,33409.18381487026,33409.18381487026,23666.989866279073,29385.966738805968,12295.33776914164,0.0,0.0,0.0,0.0,0.0
45,1,1,29531.363794211582,29051.464186938032,21037.324327304046,25553.0145557656,10075.028802921373,0.0,1.0,0.0,1.0,0.0
50,1,1,26727.347051497007,26727.347051497007,18933.59189395349,23508.773389850747,9932.452123832316,0.0,0.0,0.0,0.0,0.0
