alpha,cost,performance,perf_per_cost,actual_pods,excess_pods,instance_types
0.0,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.01,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.02,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.03,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.04,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.05,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.06,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.07,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.08,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.09,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.1,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.11,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.12,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.13,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.14,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.15,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
0.16,0.5448999999999999,1962812,3602151.367223344,100,0,"{'c6gd.2xlarge_use1-az6': 1, 'r6g.8xlarge_use1-az5': 3}"
