pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1366014.1812080536,858359.0307692308,1366014.1812080536,754352.4022988505,1366014.1812080536,0.0,1.0,0.0,1.0,0.0
5,1,1,295403.8810730253,286119.67678062676,273202.83597315435,251450.80097914004,308515.24,0.0,1.0,0.0,1.0,0.0
6,1,1,251450.80097914004,286119.67678062676,227669.03001491426,251450.80097914004,123313.01638418081,0.0,0.0,0.0,0.0,0.0
10,1,1,150870.48053639845,171671.80605128204,136601.41805369128,150870.48053639845,110770.96865297947,0.0,0.0,0.0,0.0,0.0
14,1,1,107764.628978028,122622.71860282574,97572.44144637721,107764.628978028,68148.00180670772,0.0,0.0,0.0,0.0,0.0
15,1,1,99863.01595816464,107294.87878605768,91067.61202087994,94294.0503472222,64293.08984828201,0.0,1.0,0.0,1.0,0.0
17,1,1,88188.27071445475,95373.22559354226,80353.77531873387,83816.93365971335,26470.179833893882,0.0,1.0,0.0,1.0,0.0
20,1,1,75435.24028735631,85835.90302564102,68300.70901006712,75435.24028735631,62454.36038314176,0.0,0.0,0.0,0.0,0.0
25,1,1,60088.991941481254,66027.61771354877,54640.56720536913,58027.10791448458,38279.26745988258,0.0,1.0,0.0,1.0,0.0
30,1,1,50290.16018731375,57223.93535612537,45533.80601043997,50290.16018731375,28331.456315701646,0.0,0.0,0.0,0.0,0.0
35,1,1,42973.39315930471,47686.61279281419,39028.976578550886,41908.46682394399,24310.28978133486,0.0,1.0,0.0,1.0,0.0
40,1,1,37717.620143678156,42917.951516025634,34150.35450503356,37717.620143678156,17884.90744476167,0.0,0.0,0.0,0.0,0.0
45,1,1,33446.5723872574,37319.95784014348,30355.870673626647,32797.930560082285,14614.224593115105,0.0,1.0,0.0,1.0,0.0
50,1,1,30174.09611340996,34334.36121230769,27320.283605369128,30174.09611340996,13646.407266788357,0.0,0.0,0.0,0.0,0.0
