pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,588582.5292652553,0.0,538366.3123931623,0.0,588582.5292652553,0.0,588582.5292652553,0.0
10,1,4,588582.5292652553,0.0,588582.5292652553,0.0,588582.5292652553,0.0,588582.5292652553,0.0
10,2,2,295579.5941213259,0.0,269471.0526203208,0.0,295579.5941213259,0.0,295579.5941213259,0.0
17,7,7,45668.34297253848,0.0,45668.34297253848,0.0,45668.34297253848,0.0,45668.34297253848,0.0
50,1,2,117951.5275767407,0.0,103754.45174238642,0.0,117951.5275767407,0.0,117951.5275767407,0.0
50,1,4,117951.5275767407,0.0,117951.5275767407,0.0,117951.5275767407,0.0,117951.5275767407,0.0
50,2,2,58924.295100361545,0.0,51890.178986267165,0.0,58924.295100361545,0.0,58924.295100361545,0.0
75,3,5,25687.905375292135,0.0,25687.905375292135,0.0,25687.905375292135,0.0,25687.905375292135,0.0
100,1,2,58924.295100361545,0.0,51890.178986267165,0.0,58924.295100361545,0.0,58924.295100361545,0.0
100,1,4,58924.295100361545,0.0,58924.295100361545,0.0,58924.295100361545,0.0,58924.295100361545,0.0
100,2,2,29443.79335908298,0.0,25639.915309446253,0.0,29443.79335908298,0.0,29443.79335908298,0.0
115,4,2,12733.222991540491,0.0,12733.222991540491,0.0,12733.222991540491,0.0,12733.222991540491,0.0
287,1,6,20397.556039877432,1.0,20397.556039877432,1.0,20397.556039877432,1.0,20397.556039877432,1.0
400,1,2,14680.28485789719,0.0,12819.957654723126,0.0,14680.28485789719,0.0,14680.28485789719,0.0
400,1,4,14680.28485789719,0.0,14680.28485789719,0.0,14680.28485789719,0.0,14680.28485789719,0.0
400,2,2,7309.153163323694,0.0,7309.153163323694,0.0,7309.153163323694,0.0,7309.153163323694,0.0
439,1,9,11797.213663480017,0.0,11797.213663480017,0.0,11797.213663480017,0.0,11797.213663480017,0.0
1000,1,2,5835.968821771665,0.0,5819.927788479409,0.0,5835.968821771665,0.0,5835.968821771665,0.0
1000,1,4,5835.968821771665,0.0,5835.968821771665,0.0,5835.968821771665,0.0,5835.968821771665,0.0
1000,2,2,2845.5365423791714,0.0,2845.5365423791714,0.0,2845.5365423791714,0.0,2845.5365423791714,0.0
