instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,45.0,10,1,2,10.0,0.0,0.147,196786.35,0.0147,10,133868.2653
m6g.medium,ap-northeast-1d,10,15.0,10,1,4,10.0,0.0,0.167,197708.9612,0.0167,10,118388.5996
t3a.large,ap-northeast-1d,10,30.0,10,2,2,10.0,0.0,0.379,169072.0657,0.0379,10,44610.0437
t3.2xlarge,ap-northeast-1d,17,50.0,17,7,7,17.0,0.0,2.4225,346011.3919,0.1425,17,8401.9035
c6g.medium,ap-northeast-1c,50,45.0,50,1,2,50.0,0.0,0.735,983931.75,0.0147,50,26773.6531
m6g.medium,ap-northeast-1d,50,15.0,50,1,4,50.0,0.0,0.835,988544.8062,0.0167,50,23677.7199
t3a.large,ap-northeast-1d,50,30.0,50,2,2,50.0,0.0,1.895,845360.3286,0.0379,50,8922.0087
t2.xlarge,ap-northeast-1a,75,50.0,75,3,5,75.0,0.0,5.7975,1632914.6357,0.0773,75,3755.4455
c6g.medium,ap-northeast-1c,100,45.0,100,1,2,100.0,0.0,1.47,1967863.5,0.0147,100,13386.8265
m6g.medium,ap-northeast-1d,100,15.0,100,1,4,100.0,0.0,1.67,1977089.6125,0.0167,100,11838.86
t3a.large,ap-northeast-1d,100,30.0,100,2,2,100.0,0.0,3.79,1690720.6571,0.0379,100,4461.0044
t2.xlarge,ap-northeast-1a,115,50.0,115,4,2,115.0,0.0,8.8895,2503802.4414,0.0773,115,2449.2036
r7a.medium,ap-northeast-1c,287,25.0,287,1,6,287.0,0.0,8.4665,9625846.6233,0.0295,287,3961.4404
c6g.medium,ap-northeast-1c,400,45.0,400,1,2,400.0,0.0,5.88,7871454.0,0.0147,400,3346.7066
m6g.medium,ap-northeast-1d,400,15.0,400,1,4,400.0,0.0,6.68,7908358.45,0.0167,400,2959.715
t3a.large,ap-northeast-1d,400,30.0,400,2,2,400.0,0.0,15.16,6762882.6286,0.0379,400,1115.2511
r6g.large,ap-northeast-1c,439,45.0,439,1,9,439.0,0.0,19.4038,8615821.9569,0.0442,439,1011.4523
c6g.medium,ap-northeast-1c,1000,45.0,1000,1,2,1000.0,0.0,14.7,19678635.0,0.0147,1000,1338.6827
m6g.medium,ap-northeast-1d,1000,15.0,1000,1,4,1000.0,0.0,16.7,19770896.125,0.0167,1000,1183.886
t3a.large,ap-northeast-1d,1000,30.0,1000,2,2,1000.0,0.0,37.9,16907206.5714,0.0379,1000,446.1004
