pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,496230.7908641975,547661.380069525,363869.5889130435,71795.79737609331,0.0,0.0,0.0,54.0
10,1,4,547661.380069525,547661.380069525,230790.60864864863,71795.79737609331,0.0,0.0,0.0,22.0
10,2,2,272410.24265129684,272410.24265129684,121756.84592156863,71795.79737609331,0.0,0.0,0.0,22.0
17,7,7,37866.06122171946,34120.69684414294,16212.419673751854,35897.89868804665,0.0,2.0,0.0,1.0
50,1,2,101867.92477319586,107034.59656920079,72773.91778695652,71795.79737609331,0.0,0.0,0.0,14.0
50,1,4,103622.40988086554,99319.06499936695,46158.12173333333,35897.898688046655,0.0,2.0,0.0,14.0
50,2,2,52436.094526534864,49697.7473768983,24351.369187450982,35897.898688046655,0.0,3.0,0.0,14.0
75,3,5,19552.53693865396,17948.949344023324,5322.1460446247465,17948.949344023324,0.0,9.0,0.0,9.0
100,1,2,50933.96238659793,49697.7473768983,36386.95889347826,35897.898688046655,0.0,6.0,0.0,28.0
100,1,4,46746.869881085615,17148.11209708134,23079.060866666667,17948.949344023327,0.0,156.0,0.0,28.0
100,2,2,26054.030210879202,25808.12577430281,12175.684593725491,17948.949344023327,0.0,1.0,0.0,28.0
115,4,2,11179.632084279147,11179.632084279147,3470.964811711791,8974.474672011664,0.0,0.0,0.0,13.0
287,1,6,14522.88627754993,14522.88627754993,6635.362213323626,5128.271241149521,1.0,1.0,0.0,7.0
400,1,2,12819.957654723126,12873.066245763986,9096.73972330163,10256.54248229904,0.0,2.0,0.0,48.0
400,1,4,10119.358800744249,10125.61542892711,5769.7652167792785,5522.753644314868,0.0,16.0,0.0,16.0
400,2,2,6376.0252451371425,6361.738882098103,3043.9211484558828,5522.753644314868,0.0,1.0,0.0,16.0
439,1,9,7712.892853884833,7510.0240061343575,2576.179580222187,3354.791286742179,0.0,12.0,0.0,137.0
1000,1,2,5010.473583704646,5035.821141915894,3638.695889326087,4487.237336005832,0.0,2.0,0.0,24.0
1000,1,4,3878.5121343158035,3294.3248423164705,2307.906086711712,2243.618668002916,0.0,148.0,0.0,24.0
1000,2,2,2418.4753069640024,2403.924245821663,1217.5684593843137,2243.618668002916,0.0,6.0,0.0,24.0
