pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0,488986.5457420925,0.0
10,1,4,298484.61579961464,0.0,298484.61579961464,0.0,298484.61579961464,0.0,298484.61579961464,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0,101553.84072970194,0.0
50,1,4,61660.678857323226,0.0,61660.678857323226,0.0,61660.678857323226,0.0,61660.678857323226,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0,50776.92036485097,0.0
100,1,4,35483.22277434176,0.0,35483.22277434176,0.0,35483.22277434176,0.0,35483.22277434176,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10933.789865540615,1.0,10933.789865540615,1.0,10933.789865540615,1.0,10933.789865540615,1.0
287,1,6,13004.21634975236,1.0,13004.21634975236,1.0,13004.21634975236,1.0,13004.21634975236,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,9446.317074891802,16.0,9446.317074891802,16.0,9446.317074891802,16.0,9446.317074891802,16.0
400,2,2,6168.851097178684,0.0,6168.851097178684,0.0,6168.851097178684,0.0,6168.851097178684,0.0
439,1,9,7205.510200380754,11.0,7205.510200380754,11.0,7205.510200380754,11.0,7205.510200380754,11.0
1000,1,2,4862.612852808933,0.0,4862.612852808933,0.0,4862.612852808933,0.0,4862.612852808933,0.0
1000,1,4,3713.5469735577626,0.0,3713.5469735577626,0.0,3713.5469735577626,0.0,3713.5469735577626,0.0
1000,2,2,2339.168052277642,0.0,2339.168052277642,0.0,2339.168052277642,0.0,2339.168052277642,0.0
