instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,eu-west-1a,1,50.0,1,1,1,1.0,0.0,0.0215,20353.6113,0.0215,1,946679.5947
t3.medium,eu-west-1a,5,50.0,5,1,1,5.0,0.0,0.1075,101768.0564,0.0215,5,189335.9189
t3.medium,eu-west-1a,6,50.0,6,1,1,6.0,0.0,0.129,122121.6677,0.0215,6,157779.9324
t3.medium,eu-west-1a,10,50.0,10,1,1,10.0,0.0,0.215,203536.1129,0.0215,10,94667.9595
t3.medium,eu-west-1a,14,50.0,14,1,1,14.0,0.0,0.301,284950.558,0.0215,14,67619.971
t3.medium,eu-west-1a,15,50.0,15,1,1,15.0,0.0,0.3225,305304.1693,0.0215,15,63111.973
t3.medium,eu-west-1a,17,50.0,17,1,1,17.0,0.0,0.3655,346011.3919,0.0215,17,55687.035
t3.medium,eu-west-1a,20,50.0,20,1,1,20.0,0.0,0.43,407072.2257,0.0215,20,47333.9797
t3.medium,eu-west-1a,25,50.0,25,1,1,25.0,0.0,0.5375,508840.2821,0.0215,25,37867.1838
t3.medium,eu-west-1a,30,50.0,30,1,1,30.0,0.0,0.645,610608.3386,0.0215,30,31555.9865
t3.medium,eu-west-1a,35,50.0,35,1,1,35.0,0.0,0.7525,712376.395,0.0215,35,27047.9884
t3.medium,eu-west-1a,40,50.0,40,1,1,40.0,0.0,0.86,814144.4514,0.0215,40,23666.9899
t3.medium,eu-west-1a,45,50.0,45,1,1,45.0,0.0,0.9675,915912.5079,0.0215,45,21037.3243
t3.medium,eu-west-1a,50,50.0,50,1,1,50.0,0.0,1.075,1017680.5643,0.0215,50,18933.5919
