pods,cpu,mem,actual_pods,excess_pods,Total Assigned Instances,Total Assignable Pods,Total CPU,Total Memory,cost,performance,nodepool_config
10,1,2,10.0,0.0,2,10.0,10.0,80.0,0.0804,472631.771,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 1, 'T3': 10.0}]"
10,1,4,10.0,0.0,2,10.0,10.0,80.0,0.0804,472631.771,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 1, 'T3': 10.0}]"
10,2,2,10.0,0.0,7,10.0,20.0,160.0,0.1614,472631.771,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 6, 'T3': 10.0}]"
17,7,7,27.0,10.0,1,27.0,192.0,1536.0,1.5651,1276105.7817,"[{'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,1,2,240.0,190.0,22,240.0,240.0,1920.0,1.9543,11343162.504,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,1,4,240.0,190.0,22,240.0,240.0,1920.0,1.9543,11343162.504,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
50,2,2,120.0,70.0,22,120.0,240.0,1920.0,1.9543,5671581.252,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
75,3,5,96.0,21.0,2,96.0,288.0,2304.0,2.356,4537265.0016,"[{'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.metal-24xl', 'availability_zone': 'usw2-az1', 'num_instances': 1, 'T3': 1.0}]"
100,1,2,240.0,140.0,22,240.0,240.0,1920.0,1.9543,11343162.504,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
100,1,4,240.0,140.0,22,240.0,240.0,1920.0,1.9543,11343162.504,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
100,2,2,120.0,20.0,22,120.0,240.0,1920.0,1.9543,5671581.252,"[{'instance_type': 'r8a.2xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az2', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.large', 'availability_zone': 'usw2-az3', 'num_instances': 10, 'T3': 10.0}, {'instance_type': 'r8a.48xlarge', 'availability_zone': 'usw2-az4', 'num_instances': 1, 'T3': 1.0}]"
