pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,955568.6056338028,721465.5646551725,955568.6056338028,609554.108359133,955568.6056338028,0.0,1.0,0.0,1.0,0.0
5,1,1,270390.2191060473,240488.52143199235,191113.72093896716,203184.70295837632,252881.34426229508,0.0,1.0,0.0,1.0,0.0
6,1,1,240488.52143199235,240488.52143199235,159261.4341418884,203184.70295837632,143982.80505376347,0.0,0.0,0.0,0.0,0.0
10,1,1,144293.11284482756,144293.11284482756,95556.86051643193,121910.82173374612,101539.82164775115,0.0,0.0,0.0,0.0,0.0
14,1,1,102310.5201056584,102310.5201056584,68254.900354508,87079.15840020218,51987.095015710416,0.0,0.0,0.0,0.0,0.0
15,1,1,93547.1337733142,89316.97486993062,63704.57366718831,76194.26359326624,63898.08962663067,0.0,1.0,0.0,1.0,0.0
17,1,1,82565.25330798817,79251.8991082702,56209.91794596878,67728.23431945877,31174.72651427605,0.0,1.0,0.0,1.0,0.0
20,1,1,71225.5365531915,71225.5365531915,47778.43024647888,60955.41088235294,23388.625967434975,0.0,0.0,0.0,0.0,0.0
25,1,1,56182.619853367425,54627.94089551114,38222.74419530517,46888.777602725924,14517.448689089417,0.0,1.0,0.0,1.0,0.0
30,1,1,47282.48895951036,47282.48895951036,31852.286833594157,40636.940584795324,16876.44931679252,0.0,0.0,0.0,0.0,0.0
35,1,1,40146.84867018972,39346.4999771457,27301.9601418032,33864.117154951644,16837.24121227532,0.0,1.0,0.0,1.0,0.0
40,1,1,35386.89448467231,35386.89448467231,23889.21512323944,30477.70544117647,10989.120955261676,0.0,0.0,0.0,0.0,0.0
45,1,1,31232.370348758166,30745.777169919817,21234.857889062772,26502.352557837385,9658.50040194971,0.0,1.0,0.0,1.0,0.0
50,1,1,28273.650491554057,28273.650491554057,19111.372099530516,24382.164351702784,8997.581593250708,0.0,0.0,0.0,0.0,0.0
