pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,497198.34671361506,175451.6902492669,134785.17123287672,175451.6902492669,0.0,22.0,0.0,22.0
10,1,4,464240.7478176527,175451.6902492669,131805.97413333334,175451.6902492669,2.0,22.0,0.0,22.0
10,2,2,277467.9484057971,175451.6902492669,63479.467741935485,175451.6902492669,0.0,6.0,0.0,6.0
17,7,7,43007.65666277293,28857.60346075003,41162.0408496732,28857.60346075003,0.0,10.0,0.0,10.0
50,1,2,109412.34606457652,77637.01719383616,26957.034246575342,87725.84512463344,0.0,22.0,0.0,14.0
50,1,4,107485.33819896699,77637.01719383616,26361.194832,87725.84512463344,2.0,22.0,0.0,14.0
50,2,2,55674.32953355822,21037.853764669686,12695.893548387097,43862.92256231672,0.0,82.0,0.0,14.0
75,3,5,24344.245511418543,14422.714729102634,18391.247300672432,14428.801730375015,0.0,53.0,0.0,53.0
100,1,2,55674.32953355822,21037.853764669686,13478.517123287671,43862.92256231672,0.0,164.0,0.0,28.0
100,1,4,55674.32953355822,21037.853764669686,13180.597416666667,43862.92256231672,0.0,164.0,0.0,28.0
100,2,2,27714.66189924725,21037.853764669686,6347.946774193549,25064.527178466695,0.0,32.0,0.0,12.0
115,4,2,12056.834374527683,12056.834374527683,11994.291717829847,11696.779349951124,0.0,0.0,0.0,5.0
287,1,6,12833.683094248561,9085.308283664248,4188.619793541181,9619.201153583343,0.0,118.0,0.0,97.0
400,1,2,13847.70891679204,12163.152423064219,3369.6292808219177,13496.28386532822,0.0,56.0,0.0,16.0
400,1,4,13847.70891679204,12163.152423064219,3295.149354166667,13496.28386532822,0.0,56.0,0.0,16.0
400,2,2,6890.56190435058,6466.429935961523,1586.9866935483872,7018.067609970675,0.0,26.0,0.0,0.0
439,1,9,5486.636377183731,5420.707509881422,3142.0126367891394,5482.865320289589,0.0,6.0,0.0,9.0
1000,1,2,5478.974003525723,5414.269032374833,1347.8517123287672,5482.86532028959,0.0,12.0,0.0,24.0
1000,1,4,5478.974003525723,5414.269032374833,1318.0597416666667,5482.86532028959,0.0,12.0,0.0,24.0
1000,2,2,2202.68748555048,2100.181355955829,634.7946774193548,2784.9474642740774,0.0,32.0,0.0,8.0
