pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,243069.10753086416,243069.10753086416,224455.62,224455.62,0.0,0.0,0.0,0.0
10,1,4,133572.57605156038,8422.461129677315,108037.68371584699,35681.09750045118,0.0,182.0,0.0,22.0
10,2,2,80519.1061510353,9825.088102001086,58220.81360946745,21057.929373996787,0.0,86.0,0.0,22.0
17,7,7,14230.569767986874,9825.088102592106,11240.239343629646,10528.964686998394,1.0,10.0,0.0,1.0
50,1,2,48613.821516049386,48613.821516049386,44891.12400412371,44891.12400412371,0.0,0.0,0.0,0.0
50,1,4,26882.301630256687,8422.461129677315,21607.536747540984,17840.54875022559,0.0,142.0,0.0,14.0
50,2,2,18017.723438908663,9825.088102001086,11644.162721893492,10528.964686998394,0.0,46.0,0.0,14.0
75,3,5,8075.713810102319,4872.879707846544,3405.8391258110823,5264.482343499198,0.0,53.0,0.0,9.0
100,1,2,24010.48501707317,24010.48501707317,22445.562003092782,22445.562003092782,0.0,0.0,0.0,0.0
100,1,4,13441.150815128343,8422.461129677315,10803.76837431694,8920.274375112795,0.0,92.0,0.0,28.0
100,2,2,9378.506793602437,4872.879707846544,5822.081360946746,5264.482343499197,0.0,92.0,0.0,28.0
115,4,2,4008.7684091269994,3239.7862165291185,2221.199429863767,2632.2411717495984,0.0,29.0,0.0,13.0
287,1,6,4240.826579501752,3816.8015490208422,2986.1719831850505,3227.7511553516215,0.0,33.0,0.0,1.0
400,1,2,5241.348781712062,4183.415757855931,5611.390500708762,5611.390500708762,0.0,92.0,0.0,0.0
400,1,4,4036.4498797837155,2807.487043225771,2700.942093579235,2744.699807727014,0.0,176.0,0.0,16.0
400,2,2,2316.606425750002,1939.650634854904,1455.5203402366865,1619.8407210766761,0.0,80.0,0.0,16.0
439,1,9,2412.848918858671,2385.5009681380266,1132.7422777358859,1760.5915392924114,2.0,9.0,0.0,23.0
1000,1,2,1926.318552406429,1810.6875248866438,2244.556200298969,2244.556200298969,0.0,68.0,0.0,0.0
1000,1,4,1614.5799519134864,1403.7435216128854,1080.376837431694,1115.0342968890993,0.0,152.0,0.0,24.0
1000,2,2,926.8737428424702,880.090459694758,582.2081360946745,658.0602929373996,0.0,56.0,0.0,24.0
