instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-east-1f,1,50.0,1,1,1,1.0,0.0,0.014,20353.6113,0.014,1,1453829.3776
t3.medium,us-east-1f,5,50.0,5,1,1,5.0,0.0,0.07,101768.0564,0.014,5,290765.8755
t3.medium,us-east-1f,6,50.0,6,1,1,6.0,0.0,0.084,122121.6677,0.014,6,242304.8963
t3.medium,us-east-1f,10,50.0,10,1,1,10.0,0.0,0.14,203536.1129,0.014,10,145382.9378
t3.medium,us-east-1f,14,50.0,14,1,1,14.0,0.0,0.196,284950.558,0.014,14,103844.9555
t3.medium,us-east-1f,15,50.0,15,1,1,15.0,0.0,0.21,305304.1693,0.014,15,96921.9585
t3.medium,us-east-1f,17,50.0,17,1,1,17.0,0.0,0.238,346011.3919,0.014,17,85519.3752
t3.medium,us-east-1f,20,50.0,20,1,1,20.0,0.0,0.28,407072.2257,0.014,20,72691.4689
t3.medium,us-east-1f,25,50.0,25,1,1,25.0,0.0,0.35,508840.2821,0.014,25,58153.1751
t3.medium,us-east-1f,30,50.0,30,1,1,30.0,0.0,0.42,610608.3386,0.014,30,48460.9793
t3.medium,us-east-1f,35,50.0,35,1,1,35.0,0.0,0.49,712376.395,0.014,35,41537.9822
t3.medium,us-east-1f,40,50.0,40,1,1,40.0,0.0,0.56,814144.4514,0.014,40,36345.7344
t3.medium,us-east-1f,45,50.0,45,1,1,45.0,0.0,0.63,915912.5079,0.014,45,32307.3195
t3.medium,us-east-1f,50,50.0,50,1,1,50.0,0.0,0.7,1017680.5643,0.014,50,29076.5876
