pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,339458.5812068965,22893.280261564545,351164.4377419355,351164.4377419355,0.0,182.0,0.0,0.0
10,1,4,356165.6149208741,22893.280261564545,158921.1324087591,35457.10389273356,0.0,182.0,0.0,54.0
10,2,2,199053.31945454545,22893.280261564545,112226.30144927536,14781.268809718154,0.0,86.0,0.0,86.0
17,7,7,23731.498901020987,22893.280261564545,12368.504671995195,14781.268810607313,1.0,10.0,0.0,10.0
50,1,2,67891.71625517242,22893.280261564545,70232.88755483872,70232.88755483872,0.0,142.0,0.0,0.0
50,1,4,71784.89839003645,22893.280261564545,31784.226484671533,35457.10389273356,0.0,142.0,0.0,14.0
50,2,2,38168.27160255665,22893.280261564545,22445.260289855072,14781.268809718154,0.0,46.0,0.0,46.0
75,3,5,18593.64140996892,7284.160528871755,8363.096488799103,7390.634404859077,0.0,117.0,0.0,53.0
100,1,2,34550.660715,22893.280261564545,35116.443779032255,35116.443779032255,0.0,92.0,0.0,0.0
100,1,4,38397.25168575838,22893.280261564545,15892.113243065693,17728.55194636678,0.0,92.0,0.0,28.0
100,2,2,21917.46956715647,7284.160528905579,11222.630144927536,7390.634404859077,0.0,188.0,0.0,92.0
115,4,2,8697.526307246377,7284.160528837932,5454.193362127896,4927.089603239384,0.0,29.0,0.0,29.0
287,1,6,14580.200240621914,10953.735306387318,5557.115853658537,10501.528040705683,1.0,97.0,0.0,97.0
400,1,2,10499.348249111681,7284.160528905579,8779.110944657257,8779.110944657257,0.0,176.0,0.0,0.0
400,1,4,10445.131848217641,7107.030931400559,3973.028310720803,5065.300556104795,0.0,176.0,0.0,48.0
400,2,2,5112.465263609225,5174.939076499124,2805.657536231884,2956.2537619436307,0.0,0.0,0.0,80.0
439,1,9,8288.87707821817,7107.030931400559,2077.5641775985373,7001.018693803789,0.0,71.0,0.0,71.0
1000,1,2,4075.1055794047384,3325.6163962773653,3511.644377887097,3511.644377887097,0.0,222.0,0.0,0.0
1000,1,4,3938.1714564255535,3851.364681627797,1589.2113242992702,2216.0689932958476,0.0,24.0,0.0,24.0
1000,2,2,1962.7519447878235,1838.5475208208973,1122.2630144927537,1343.7517099743775,0.0,75.0,0.0,56.0
