pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,517231.9797313798,378066.5173775672,135714.72413793104,24671.380469626543,0.0,6.0,0.0,86.0
10,1,4,480554.4287148595,378066.5173775672,130933.08688741722,84736.10028101582,2.0,6.0,0.0,6.0
10,2,2,301026.54779874213,301026.54779874213,61852.827102272735,24671.380469626543,0.0,0.0,0.0,38.0
17,7,7,42312.549698340874,10447.499435308197,9968.952974597292,12335.690234813272,0.0,26.0,0.0,9.0
50,1,2,92202.48133592421,48601.97106011373,27142.94482758621,24671.380469626543,0.0,70.0,0.0,46.0
50,1,4,73031.5034049139,48601.97106011373,26186.617382781456,24210.314363880443,0.0,70.0,0.0,6.0
50,2,2,57966.841588954834,48601.97106011373,12370.565421590909,12335.690234813272,0.0,10.0,0.0,46.0
75,3,5,16561.27688110783,10538.73416675711,4188.974534423601,8223.793489875514,0.0,30.0,0.0,21.0
100,1,2,57966.841588954834,48601.97106011373,13571.472413793104,12335.690234813272,0.0,20.0,0.0,92.0
100,1,4,57966.841588954834,48601.97106011373,13093.30869205298,13036.323118924567,0.0,20.0,0.0,4.0
100,2,2,20032.195054744527,17629.34230616327,6185.282711079545,8223.793489875514,0.0,12.0,0.0,44.0
115,4,2,6488.639410962928,5782.569849969483,2731.9399137472483,4934.2760939253085,0.0,13.0,0.0,5.0
287,1,6,7412.26522755743,6291.158377450952,4144.0600085035085,5802.637705562103,0.0,41.0,0.0,1.0
400,1,2,7975.028130424633,6565.3991988363705,3392.868103448276,4934.2760939253085,0.0,66.0,0.0,80.0
400,1,4,6784.409271592481,6445.985194973968,3273.327173013245,3389.444010949209,0.0,16.0,0.0,0.0
400,2,2,3411.6558932861035,3411.6558932861035,1546.3206777521307,2741.264496625172,0.0,0.0,0.0,32.0
439,1,9,3525.7488472814575,2575.378524060669,1011.4522992948262,2901.3188527810516,0.0,150.0,0.0,71.0
1000,1,2,2660.286675645015,2538.2761127626213,1357.1472413793103,2242.8527699660494,0.0,42.0,0.0,56.0
1000,1,4,2227.7870729182073,2133.819410412507,1309.330869205298,1355.777604376353,0.0,40.0,0.0,0.0
1000,2,2,1247.7086559735726,1219.102354373902,618.5282711051136,1174.8276414107877,0.0,24.0,0.0,8.0
