InstanceType,Region,AZ,SPS,T3,T2,IF,OndemandPrice,SpotPrice,Savings,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
c4.2xlarge,ap-northeast-1,apne1-az1,3.0,1.0,5.0,1.5,0.504,0.1851,63,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.2xlarge,ap-northeast-1,apne1-az2,3.0,5.0,5.0,1.5,0.504,0.1959,61,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.2xlarge,ap-northeast-1,apne1-az4,3.0,10.0,20.0,1.5,0.504,0.1762,65,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az1,2.0,0.0,1.0,1.0,1.008,0.4245,57,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az2,3.0,10.0,20.0,1.0,1.008,0.3018,70,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az4,3.0,1.0,1.0,1.0,1.008,0.3815,62,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az1,3.0,5.0,10.0,2.0,2.016,0.7148,64,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az2,3.0,10.0,15.0,2.0,2.016,0.6567,67,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az4,3.0,1.0,5.0,2.0,2.016,0.6913,65,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.large,ap-northeast-1,apne1-az1,3.0,25.0,40.0,1.0,0.126,0.0426,66,c4,Computing,c,2.0,3.0,24008.115126800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
