InstanceType,Region,AZ,SPS,T3,T2,IF,OndemandPrice,SpotPrice,Savings,InstanceFamily,InstanceCategory,InstanceCharacter,vCPU,Memory,CoreMark,CpuModel,ModelName,Vendor
c4.2xlarge,ap-northeast-1,apne1-az1,3.0,1.0,5.0,1.5,0.504,0.1834,63,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.2xlarge,ap-northeast-1,apne1-az2,3.0,5.0,5.0,1.5,0.504,0.1962,61,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.2xlarge,ap-northeast-1,apne1-az4,3.0,15.0,20.0,1.5,0.504,0.1745,65,c4,Computing,c,8.0,15.0,24154.71519,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az1,3.0,1.0,1.0,1.0,1.008,0.4239,57,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az2,3.0,10.0,15.0,1.0,1.008,0.3079,69,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.4xlarge,ap-northeast-1,apne1-az4,3.0,1.0,5.0,1.0,1.008,0.3801,62,c4,Computing,c,16.0,30.0,24157.426562800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az1,3.0,5.0,10.0,2.0,2.016,0.7064,64,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az2,3.0,10.0,15.0,2.0,2.016,0.6636,67,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.8xlarge,ap-northeast-1,apne1-az4,3.0,1.0,5.0,2.0,2.016,0.6899,65,c4,Computing,c,32.0,60.0,24066.19746,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.large,ap-northeast-1,apne1-az1,3.0,30.0,50.0,1.0,0.126,0.0435,65,c4,Computing,c,2.0,3.0,24008.115126800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.large,ap-northeast-1,apne1-az2,3.0,25.0,45.0,1.0,0.126,0.0391,68,c4,Computing,c,2.0,3.0,24008.115126800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.large,ap-northeast-1,apne1-az4,3.0,50.0,50.0,1.0,0.126,0.0427,66,c4,Computing,c,2.0,3.0,24008.115126800003,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.xlarge,ap-northeast-1,apne1-az1,3.0,25.0,40.0,2.5,0.252,0.1059,57,c4,Computing,c,4.0,7.0,24078.4102712,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.xlarge,ap-northeast-1,apne1-az2,3.0,10.0,15.0,2.5,0.252,0.0955,62,c4,Computing,c,4.0,7.0,24078.4102712,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
c4.xlarge,ap-northeast-1,apne1-az4,3.0,50.0,50.0,2.5,0.252,0.0933,62,c4,Computing,c,4.0,7.0,24078.4102712,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel(R) Xeon(R) CPU E5-2666 v3 @ 2.90GHz,Intel
