pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1094280.177419355,323752.43882978725,1094280.177419355,575689.9912280701,1094280.177419355,0.0,3.0,0.0,1.0,0.0
5,1,1,227834.48758620693,161876.2194753385,218856.0352688172,191896.66390513323,252054.93464052287,0.0,3.0,0.0,1.0,0.0
6,1,1,191896.66390513323,161876.2194753385,182380.0294205496,191896.66390513323,206396.25449172582,0.0,2.0,0.0,0.0,0.0
10,1,1,115137.99830409355,107917.47963679349,109428.01768817205,115137.99830409355,94656.44032131662,0.0,2.0,0.0,0.0,0.0
14,1,1,82035.82380952382,80938.10972255802,78162.86976080755,82241.42737796874,74394.1439270854,0.0,2.0,0.0,0.0,0.0
15,1,1,76306.77476153648,80938.10972255802,72952.01178016726,71961.2489491959,40580.42933389664,0.0,1.0,0.0,1.0,0.0
17,1,1,67307.11756678105,64750.48777562862,64369.42216393199,63965.554635044406,55245.63961098458,0.0,3.0,0.0,1.0,0.0
20,1,1,57317.60615720523,64750.48777562862,54714.008830645165,57568.99916666666,40219.710072422335,0.0,0.0,0.0,0.0,0.0
25,1,1,45732.30864300627,46250.34841412387,43771.20706236559,44283.8455136856,28003.873546170365,0.0,3.0,0.0,1.0,0.0
30,1,1,38156.19711886305,40469.05486127901,36476.00589008363,38379.33277452891,18880.99389654339,0.0,2.0,0.0,0.0,0.0
35,1,1,32650.096260532042,35972.493209279564,31265.14790432302,31982.77731300989,13990.190628500679,0.0,1.0,0.0,1.0,0.0
40,1,1,28596.36559912854,32375.24389023211,27357.004415322583,28784.49958333333,12537.273132632774,0.0,0.0,0.0,0.0,0.0
45,1,1,28659.118659258616,26896.996771050945,24317.337260055756,25029.99963795753,9784.443232759813,0.0,3.0,0.0,1.0,0.0
50,1,1,25746.40757272443,24798.875607594862,21885.60353333333,23027.599665497077,9155.89991327993,0.0,2.0,0.0,0.0,0.0
