host_job_create_tstamp,host_job_create_partitions_time,host_job_serialize_time,func_data_size_bytes,func_module_size_bytes,host_func_upload_time,host_data_upload_time,host_job_created_time,host_status_done_tstamp,host_status_query_count,worker_start_tstamp,host_submit_tstamp,worker_cold_start,worker_func_cpu_usage,worker_func_cpu_system_time,worker_func_cpu_user_time,worker_func_sent_net_io,worker_func_recv_net_io,worker_func_rss,worker_func_vms,worker_func_uss,worker_peak_memory_start,worker_func_start_tstamp,worker_func_end_tstamp,worker_func_exec_time,func_result_size,worker_peak_memory_end,worker_end_tstamp,worker_exec_time
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041689.858604,1,1748040799.3111784,1748040792.1640372,True,"[81.5, 87.2, 90.1, 83.6, 80.7, 87.2, 87.6, 81.3]",46.65,6512.02,956292,414598673,107622400,456933376,34439168,103104512.0,1748040800.0419776,1748041688.2319367,888.18995905,0.0,1494810624.0,1748041688.3214004,889.01022196
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041529.19295,1,1748040799.315114,1748040792.1640372,True,"[86.4, 85.9, 89.3, 87.1, 89.2, 88.5, 89.3, 87.9]",44.53,5601.57,858844,414535731,107622400,456933376,34443264,103104512.0,1748040800.0171392,1748041527.5629008,727.54576159,0.0,1495162880.0,1748041527.7024293,728.38731527
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041692.6393204,1,1748040799.3381784,1748040792.1640372,True,"[81.5, 87.2, 90.0, 83.4, 80.6, 87.1, 87.5, 81.1]",46.77,6517.71,978692,414606891,107622400,456933376,34435072,103104512.0,1748040800.0421355,1748041690.1551936,890.11305809,0.0,1494224896.0,1748041690.2606485,890.92247009
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041450.9118683,1,1748040799.3580904,1748040792.1640372,True,"[88.1, 88.5, 88.2, 87.0, 88.3, 88.6, 88.4, 86.6]",43.64,5053.78,823197,414514151,107618304,456933376,34414592,103104512.0,1748040800.0623505,1748041449.3830614,649.3207109,0.0,1496166400.0,1748041449.5488515,650.19076109
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041560.4521444,1,1748040799.2508087,1748040792.1640372,True,"[88.3, 89.1, 86.9, 85.5, 89.3, 88.2, 88.3, 87.5]",42.41,5818.38,859870,414590155,107642880,456904704,34430976,103084032.0,1748040799.9979389,1748041558.7794719,758.781533,0.0,1495785472.0,1748041558.9187846,759.6679759
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041495.9473617,1,1748040799.2535818,1748040792.1640372,True,"[88.4, 88.5, 87.6, 87.8, 88.2, 88.2, 87.4, 86.9]",41.79,5362.9,826812,414571234,107642880,456904704,34373632,103084032.0,1748040799.9881501,1748041493.801881,693.81373096,0.0,1495310336.0,1748041493.9631343,694.70955253
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041655.3716168,1,1748040799.2569687,1748040792.1640372,True,"[80.9, 83.4, 85.9, 83.5, 88.1, 85.4, 86.8, 87.3]",43.71,6301.41,951453,414644036,107642880,456904704,34365440,103043072.0,1748040799.9845645,1748041654.169058,854.18449354,0.0,1496109056.0,1748041654.2576456,855.00067687
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041611.7741585,1,1748040799.2598116,1748040792.1640372,True,"[84.0, 86.1, 87.6, 86.4, 88.8, 86.5, 89.1, 88.3]",43.18,6121.25,920039,414626378,107642880,456904704,34340864,103043072.0,1748040799.9911444,1748041609.275,809.28385568,0.0,1496739840.0,1748041609.4166367,810.15682507
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041797.401655,36,1748040799.2643716,1748040792.1640372,True,"[71.7, 76.9, 79.4, 73.3, 82.0, 79.1, 79.6, 79.5]",44.94,6666.85,1016104,414682556,107642880,456904704,34373632,103043072.0,1748040799.9804363,1748041795.7298863,995.74944997,0.0,1493991424.0,1748041795.8158097,996.55143809
1748040791.521438,0.12125,0.004398,10454,1097,0.241335,0.275368,0.642522,1748041735.5509996,8,1748040799.2681768,1748040792.1640372,True,"[76.2, 80.6, 83.3, 76.3, 86.8, 82.3, 83.2, 79.9]",44.46,6545.14,982764,414662542,107646976,456904704,34365440,103047168.0,1748040800.0123475,1748041735.1529396,935.1405921,0.0,1495814144.0,1748041735.2430618,935.97488499
