instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
c6g.medium,ap-northeast-1c,10,30.0,10,1,2,10.0,0.0,0.146,196786.35,0.0146,10,134785.1712
m6g.medium,ap-northeast-1d,10,5.0,10,1,4,10.0,0.0,0.15,197708.9612,0.015,10,131805.9742
c6gd.large,ap-northeast-1d,10,1.0,10,2,2,10.0,0.0,0.31,196786.35,0.031,10,63479.4677
m8a.2xlarge,ap-northeast-1c,17,1.0,17,7,7,17.0,0.0,1.1628,813674.7587,0.0684,17,41162.0408
c6g.medium,ap-northeast-1c,50,30.0,50,1,2,50.0,0.0,0.73,983931.75,0.0146,50,26957.0342
m6g.medium,ap-northeast-1d,50,5.0,50,1,4,50.0,0.0,0.75,988544.8062,0.015,50,26361.1948
c6gd.large,ap-northeast-1d,50,1.0,50,2,2,50.0,0.0,1.55,983931.75,0.031,50,12695.8935
m8a.xlarge,ap-northeast-1c,75,5.0,75,3,5,75.0,0.0,2.6025,3589741.5825,0.0347,75,18391.2473
c6g.medium,ap-northeast-1c,100,30.0,100,1,2,100.0,0.0,1.46,1967863.5,0.0146,100,13478.5171
m6g.medium,ap-northeast-1d,100,5.0,100,1,4,100.0,0.0,1.5,1977089.6125,0.015,100,13180.5974
c6gd.large,ap-northeast-1d,100,1.0,100,2,2,100.0,0.0,3.1,1967863.5,0.031,100,6347.9468
m8a.xlarge,ap-northeast-1c,115,5.0,115,4,2,115.0,0.0,3.9905,5504270.4265,0.0347,115,11994.2917
r7a.medium,ap-northeast-1c,287,50.0,287,1,6,287.0,0.0,8.0073,9625846.6233,0.0279,287,4188.6198
c6g.medium,ap-northeast-1c,400,30.0,400,1,2,400.0,0.0,5.84,7871454.0,0.0146,400,3369.6293
m6g.medium,ap-northeast-1d,400,5.0,400,1,4,400.0,0.0,6.0,7908358.45,0.015,400,3295.1494
c6gd.large,ap-northeast-1d,400,1.0,400,2,2,400.0,0.0,12.4,7871454.0,0.031,400,1586.9867
m8a.xlarge,ap-northeast-1c,439,5.0,439,1,9,439.0,0.0,15.2333,21011954.0629,0.0347,439,3142.0126
c6g.medium,ap-northeast-1c,1000,30.0,1000,1,2,1000.0,0.0,14.6,19678635.0,0.0146,1000,1347.8517
m6g.medium,ap-northeast-1d,1000,5.0,1000,1,4,1000.0,0.0,15.0,19770896.125,0.015,1000,1318.0597
c6gd.large,ap-northeast-1d,1000,1.0,1000,2,2,1000.0,0.0,31.0,19678635.0,0.031,1000,634.7947
