instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,us-east-1f,1,20.0,1,1,1,2.0,1.0,0.0188,39377.1954,0.0094,1,1047265.8359
t4g.large,us-east-1f,3,20.0,5,1,1,6.0,1.0,0.0564,118131.5863,0.0094,3,349088.612
t4g.large,us-east-1f,3,20.0,6,1,1,6.0,0.0,0.0564,118131.5863,0.0094,3,349088.612
t4g.large,us-east-1f,5,20.0,10,1,1,10.0,0.0,0.094,196885.9771,0.0094,5,209453.1672
t4g.large,us-east-1f,7,20.0,14,1,1,14.0,0.0,0.1316,275640.368,0.0094,7,149609.4051
t4g.large,us-east-1f,8,20.0,15,1,1,16.0,1.0,0.1504,315017.5634,0.0094,8,130908.2295
t4g.large,us-east-1f,9,20.0,17,1,1,18.0,1.0,0.1692,354394.7589,0.0094,9,116362.8707
t4g.large,us-east-1f,10,20.0,20,1,1,20.0,0.0,0.188,393771.9543,0.0094,10,104726.5836
t4g.large,us-east-1f,13,20.0,25,1,1,26.0,1.0,0.2444,511903.5406,0.0094,13,80558.9105
t4g.large,us-east-1f,15,20.0,30,1,1,30.0,0.0,0.282,590657.9314,0.0094,15,69817.7224
t4g.large,us-east-1f,18,20.0,35,1,1,36.0,1.0,0.3384,708789.5177,0.0094,18,58181.4353
t4g.large,us-east-1f,20,20.0,40,1,1,40.0,0.0,0.376,787543.9086,0.0094,20,52363.2918
t4g.large,us-east-1f,23,20.0,45,1,1,46.0,1.0,0.4324,905675.4949,0.0094,23,45533.2972
t4g.large,us-east-1f,25,20.0,50,1,1,50.0,0.0,0.47,984429.8857,0.0094,25,41890.6334
