pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1384599.4081632653,1056025.3059936909,1384599.4081632653,999421.2030456853,1384599.4081632653,0.0,1.0,0.0,1.0,0.0
5,1,1,366388.17781885393,352008.4351559762,276919.88136054424,333140.40129723627,379477.5399753998,0.0,1.0,0.0,1.0,0.0
6,1,1,352008.4351559762,352008.4351559762,230766.5678382464,333140.40129723627,156798.87859195404,0.0,0.0,0.0,0.0,0.0
10,1,1,211205.0610725552,211205.0610725552,138459.94074829933,199884.24071065985,91710.83234244946,0.0,0.0,0.0,0.0,0.0
14,1,1,150860.7579025301,150860.7579025301,98899.957656532,142774.4576815498,81888.45936276909,0.0,0.0,0.0,0.0,0.0
15,1,1,132003.16317527601,132003.16317527601,92306.62715041572,124927.65046002538,49034.324992979506,1.0,1.0,0.0,1.0,0.0
17,1,1,117336.14505199205,117336.14505199205,81447.02396252617,111046.8004324121,54653.68338793481,1.0,1.0,0.0,1.0,0.0
20,1,1,105602.5305362776,105602.5305362776,69229.97035714285,99942.12038071065,54557.867538506245,0.0,0.0,0.0,0.0,0.0
25,1,1,80996.8598615273,80996.8598615273,55383.9762829932,76878.55414051002,34310.49595169082,1.0,1.0,0.0,1.0,0.0
30,1,1,70106.81085514835,70106.81085514835,46153.31357520786,66628.08024816695,21773.009547967482,0.0,0.0,0.0,0.0,0.0
35,1,1,58340.88912609891,58340.88912609891,39559.9830626128,55523.40020837249,18225.68052036309,1.0,1.0,0.0,1.0,0.0
40,1,1,52470.222856583074,52470.222856583074,34614.98517857143,49971.060190355325,18006.61952417986,0.0,0.0,0.0,0.0,0.0
45,1,1,45588.9992953952,45588.9992953952,30768.87571680524,43453.095818180074,15028.295229584237,1.0,1.0,0.0,1.0,0.0
50,1,1,41923.609495303695,41923.609495303695,27691.988144217685,39976.848150253805,13537.721332856461,0.0,0.0,0.0,0.0,0.0
