pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1423329.4615384615,1052704.4716981133,1423329.4615384615,1030816.6335078534,1423329.4615384615,0.0,1.0,0.0,1.0,0.0
5,1,1,377554.2937142857,350901.49039133475,284665.89202797203,343605.54479348456,268812.052184769,0.0,1.0,0.0,1.0,0.0
6,1,1,343605.54479348456,350901.49039133475,237221.5767288267,343605.54479348456,225427.62407407406,0.0,0.0,0.0,0.0,0.0
10,1,1,206163.32680628268,210540.89421383647,142332.9460839161,206163.32680628268,109818.3844654088,0.0,0.0,0.0,0.0,0.0
14,1,1,147259.5191793995,150386.35300346554,101666.3900385329,147259.5191793995,63453.59610159854,0.0,0.0,0.0,0.0,0.0
15,1,1,133330.62130630633,131588.0588885613,94888.63070707071,128852.07927028796,68394.52850241546,0.0,1.0,0.0,1.0,0.0
17,1,1,118059.34266201992,116967.16346377823,83725.2623950444,114535.18159782821,46224.97636610595,0.0,1.0,0.0,1.0,0.0
20,1,1,103081.66342931936,105270.44710691823,71166.47302447553,103081.66342931936,39348.81244490156,0.0,0.0,0.0,0.0,0.0
25,1,1,80965.90659548256,80977.26700718245,56933.178416783216,79293.58725487159,42582.979559686886,0.0,1.0,0.0,1.0,0.0
30,1,1,68721.10894706225,70180.29807826695,47444.315353535356,68721.10894706225,27997.8700006749,0.0,0.0,0.0,0.0,0.0
35,1,1,58406.425544927086,58483.58172703626,40666.55601541316,57267.59079083447,19129.61053729027,0.0,1.0,0.0,1.0,0.0
40,1,1,51931.42273849607,52635.22355738994,35583.23651223777,51540.83171465968,14515.947473228693,0.0,0.0,0.0,0.0,0.0
45,1,1,45840.25700759989,45769.7596152703,31629.543569023568,44818.11453498154,15736.753086419754,0.0,1.0,0.0,1.0,0.0
50,1,1,41693.23325392886,42108.17884528302,28466.58921118881,41232.665369633505,15439.858214966638,0.0,0.0,0.0,0.0,0.0
