pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,223666.05813186817,223666.05813186817,135714.72413793104,135714.72413793104,0.0,0.0,0.0,0.0
10,1,4,145443.18516536965,12784.099039540975,119823.61284848483,119823.61284848483,0.0,118.0,0.0,0.0
10,2,2,89136.38581723839,20373.890502978164,44610.04372031662,53281.89942740072,0.0,38.0,0.0,6.0
17,7,7,14921.571042414114,14921.571042414114,8437.429543686643,9933.191969492724,1.0,1.0,0.0,10.0
50,1,2,44733.21161758242,44733.21161758242,27142.94482758621,27142.94482758621,0.0,0.0,0.0,0.0
50,1,4,31860.381590175875,12784.099039540975,23964.722574545456,23964.722574545456,0.0,78.0,0.0,0.0
50,2,2,19439.899866246058,8613.996351717775,8922.008745118734,13320.47485685018,0.0,62.0,0.0,14.0
75,3,5,8441.746685452754,6677.57332653681,3515.3041943580884,6660.237428425089,0.0,21.0,0.0,5.0
100,1,2,22123.49052826087,22123.49052826087,13571.472413793104,13571.472413793104,0.0,0.0,0.0,0.0
100,1,4,16204.496050579559,12784.099039540975,11982.361287878788,11982.361287878788,0.0,28.0,0.0,0.0
100,2,2,9601.69314141351,8613.996351717775,4461.004372295514,7611.699918200102,0.0,12.0,0.0,12.0
115,4,2,4129.560934164471,3741.9275693097684,2292.5896920575533,3552.126628493381,0.0,13.0,0.0,5.0
287,1,6,4760.537224871158,4612.4083635714705,3974.914702033978,3083.5247179801404,0.0,10.0,0.0,1.0
400,1,2,5039.740563362919,5057.2171966915785,3392.868103448276,3392.868103448276,0.0,0.0,0.0,0.0
400,1,4,4074.8474395188,3925.571222470476,2995.590321969697,2995.590321969697,0.0,16.0,0.0,0.0
400,2,2,2365.3059350253025,2228.548620868003,1115.2510931068603,2131.275977096029,0.0,24.0,0.0,0.0
439,1,9,2718.605849456153,2564.9681305485747,1011.4522992948262,2382.7056003687485,0.0,28.0,0.0,71.0
1000,1,2,1937.37374208175,1764.51724652849,1357.1472413793103,1357.1472413793103,0.0,94.0,0.0,0.0
1000,1,4,1626.0981084094014,1589.3603898614376,1198.236128787879,1198.236128787879,0.0,24.0,0.0,0.0
1000,2,2,925.2415916745829,925.2415916745829,446.1004372401056,845.7444353555669,0.0,0.0,0.0,8.0
