pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,233949.5550574713,233949.5550574713,140561.67857142855,140561.67857142855,0.0,0.0,0.0,0.0
10,1,4,150797.37201210286,9026.520447406278,126736.51358974358,126736.51358974358,0.0,182.0,0.0,0.0
10,2,2,92275.17827514175,21435.001079236874,50824.92575835475,52760.832162921346,0.0,38.0,0.0,6.0
17,7,7,15265.949617860015,10480.48624391591,8796.996710133248,12812.9640924148,1.0,10.0,0.0,1.0
50,1,2,46789.911002298846,46789.911002298846,28112.335714285713,28112.335714285713,0.0,0.0,0.0,0.0
50,1,4,33384.188337312786,9026.520447406278,25347.302723076922,25347.302723076922,0.0,142.0,0.0,0.0
50,2,2,20421.68696182397,7039.362869539129,10164.985153727506,13190.208040730337,0.0,94.0,0.0,14.0
75,3,5,8736.445127325405,7039.362869539129,3692.265085774754,6914.858164869722,0.0,21.0,0.0,21.0
100,1,2,22998.430831638416,22998.430831638416,14056.167857142857,14056.167857142857,0.0,0.0,0.0,0.0
100,1,4,16874.31627297164,9026.520447406278,12673.651362179487,12673.651362179487,0.0,92.0,0.0,0.0
100,2,2,10071.631404174572,7039.362869539129,5082.492577120823,7537.261737560194,0.0,44.0,0.0,12.0
115,4,2,4342.766217661448,3482.7820221398856,2407.998969072695,3517.3888108614233,0.0,29.0,0.0,5.0
287,1,6,5049.933048943307,4573.774376216598,4002.1401451985944,5037.057052375153,0.0,30.0,0.0,1.0
400,1,2,5209.606913997294,4259.275090997488,3514.041964285714,3514.041964285714,0.0,88.0,0.0,0.0
400,1,4,4301.292254396625,4140.722048138197,3168.412840544872,3168.412840544872,0.0,16.0,0.0,0.0
400,2,2,2487.6563041870822,2487.6563041870822,1270.6231442802057,2110.433286516854,0.0,0.0,0.0,0.0
439,1,9,2855.936291314119,2184.1565882410932,984.7178772870336,2518.528526187576,0.0,138.0,0.0,71.0
1000,1,2,2012.0010202564024,2017.6461870751882,1405.6167857142857,1405.6167857142857,0.0,0.0,0.0,0.0
1000,1,4,1704.1080557679682,1665.274447409564,1267.3651362179487,1267.3651362179487,0.0,24.0,0.0,0.0
1000,2,2,964.3982748177318,956.5484171797036,508.2492577120823,837.473526395577,0.0,8.0,0.0,8.0
