pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,spotkube_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods,spotkube_excess_pods
1,1,1,1403697.3310344827,883271.8258575198,1403697.3310344827,763123.9418604651,1403697.3310344827,0.0,1.0,0.0,1.0,0.0
5,1,1,341655.8582502768,294423.9418059221,280739.4659310345,254374.64750215333,310690.0704934542,0.0,1.0,0.0,1.0,0.0
6,1,1,294423.9418059221,294423.9418059221,233949.55498084292,254374.64750215333,190420.94525028442,0.0,0.0,0.0,0.0,0.0
10,1,1,176654.36506596307,176654.36506596307,140369.73303448278,152624.7884496124,62455.227938432836,0.0,0.0,0.0,0.0,0.0
14,1,1,126181.68932744602,126181.68932744602,100264.09500351865,109017.70605916786,82567.09298539857,0.0,0.0,0.0,0.0,0.0
15,1,1,116515.99756969263,110408.97817034958,93579.82200766283,95390.49279312015,80061.69160184871,0.0,1.0,0.0,1.0,0.0
17,1,1,102940.18519135698,98141.31393530733,82570.4311895955,84791.54916738445,38395.78296565012,0.0,1.0,0.0,1.0,0.0
20,1,1,88327.18253298153,88327.18253298153,70184.8665,76312.39424418604,44556.29022584692,0.0,0.0,0.0,0.0,0.0
25,1,1,70213.31034306413,67943.98656539319,56147.89319724138,58701.8417274437,33711.31289936102,0.0,1.0,0.0,1.0,0.0
30,1,1,58884.78836118441,58884.78836118441,46789.91100383142,50874.9294918174,22078.36098282017,0.0,0.0,0.0,0.0,0.0
35,1,1,50244.50019516002,49070.656963581874,40105.63800140746,42395.774577710785,17042.13992974239,0.0,1.0,0.0,1.0,0.0
40,1,1,44163.59126978892,44163.59126978892,35092.43325,38156.19712209302,18100.604820979897,0.0,0.0,0.0,0.0,0.0
45,1,1,39118.70033662095,38403.12284341941,31193.27400255428,33179.30184566463,16780.34770626581,0.0,1.0,0.0,1.0,0.0
50,1,1,35330.87301530343,35330.87301530343,28073.94660137931,30524.95769612403,15032.218772895607,0.0,0.0,0.0,0.0,0.0
