instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t4g.large,ap-northeast-1a,1,25.0,1,1,1,2.0,1.0,0.0339,39377.1954,0.017,1,580784.5933
t4g.large,ap-northeast-1a,3,25.0,5,1,1,6.0,1.0,0.1017,118131.5863,0.017,3,193594.8644
t4g.large,ap-northeast-1a,3,25.0,6,1,1,6.0,0.0,0.1017,118131.5863,0.017,3,193594.8644
t4g.large,ap-northeast-1a,5,25.0,10,1,1,10.0,0.0,0.1695,196885.9771,0.017,5,116156.9187
t4g.large,ap-northeast-1a,7,25.0,14,1,1,14.0,0.0,0.2373,275640.368,0.017,7,82969.2276
t4g.large,ap-northeast-1a,8,25.0,15,1,1,16.0,1.0,0.2712,315017.5634,0.017,8,72598.0742
t4g.large,ap-northeast-1a,9,25.0,17,1,1,18.0,1.0,0.3051,354394.7589,0.017,9,64531.6215
t4g.large,ap-northeast-1a,10,25.0,20,1,1,20.0,0.0,0.339,393771.9543,0.017,10,58078.4593
t4g.large,ap-northeast-1a,13,25.0,25,1,1,26.0,1.0,0.4407,511903.5406,0.017,13,44675.7379
t4g.large,ap-northeast-1a,15,25.0,30,1,1,30.0,0.0,0.5085,590657.9314,0.017,15,38718.9729
t4g.large,ap-northeast-1a,18,25.0,35,1,1,36.0,1.0,0.6102,708789.5177,0.017,18,32265.8107
t4g.large,ap-northeast-1a,20,25.0,40,1,1,40.0,0.0,0.678,787543.9086,0.017,20,29039.2297
t4g.large,ap-northeast-1a,23,25.0,45,1,1,46.0,1.0,0.7797,905675.4949,0.017,23,25251.5041
t4g.large,ap-northeast-1a,25,25.0,50,1,1,50.0,0.0,0.8475,984429.8857,0.017,25,23231.3837
