pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0,491377.67799511005,0.0
10,1,4,304947.86535433074,0.0,304947.86535433074,0.0,304947.86535433074,0.0,304947.86535433074,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0,37866.06122171946,0.0
50,1,2,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0,101658.31998971193,0.0
50,1,4,62489.13327575177,0.0,62489.13327575177,0.0,62489.13327575177,0.0,62489.13327575177,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0,19552.53693865396,0.0
100,1,2,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0,50829.15999485597,0.0
100,1,4,36265.0456348203,0.0,36265.0456348203,0.0,36265.0456348203,0.0,36265.0456348203,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,10972.808631649381,1.0,10972.808631649381,1.0,10972.808631649381,1.0,10972.808631649381,1.0
287,1,6,12707.859443796944,1.0,12707.859443796944,1.0,12707.859443796944,1.0,12707.859443796944,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,8995.473327222731,0.0,8995.473327222731,0.0,8995.473327222731,0.0,8995.473327222731,0.0
400,2,2,6247.185714285714,0.0,6247.185714285714,0.0,6247.185714285714,0.0,6247.185714285714,0.0
439,1,9,7148.17093713578,9.0,7148.17093713578,9.0,7148.17093713578,9.0,7148.17093713578,9.0
1000,1,2,4925.816020025031,0.0,4925.816020025031,0.0,4925.816020025031,0.0,4925.816020025031,0.0
1000,1,4,3745.2886216687766,0.0,3745.2886216687766,0.0,3745.2886216687766,0.0,3745.2886216687766,0.0
1000,2,2,2363.344556605246,0.0,2363.344556605246,0.0,2363.344556605246,0.0,2363.344556605246,0.0
