pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,780802.9543230017,0.0,780802.9543230017,0.0,780802.9543230017,0.0,780802.9543230017,0.0
10,1,4,780802.9543230017,0.0,780802.9543230017,0.0,780802.9543230017,0.0,780802.9543230017,0.0
10,2,2,295397.34212368727,0.0,295397.34212368727,0.0,295397.34212368727,0.0,295397.34212368727,0.0
17,7,7,53977.98200422135,0.0,53977.98200422135,0.0,53977.98200422135,0.0,53977.98200422135,0.0
50,1,2,153555.40936798207,0.0,153555.40936798207,0.0,153555.40936798207,0.0,153555.40936798207,0.0
50,1,4,153555.40936798207,0.0,153555.40936798207,0.0,153555.40936798207,0.0,153555.40936798207,0.0
50,2,2,71602.12635576037,0.0,71602.12635576037,0.0,71602.12635576037,0.0,71602.12635576037,0.0
75,3,5,32311.55771916972,0.0,32311.55771916972,0.0,32311.55771916972,0.0,32311.55771916972,0.0
100,1,2,77335.95265794151,0.0,77335.95265794151,0.0,77335.95265794151,0.0,77335.95265794151,0.0
100,1,4,77335.95265794151,0.0,77335.95265794151,0.0,77335.95265794151,0.0,77335.95265794151,0.0
100,2,2,38448.79943761549,0.0,38374.117461203714,0.0,38448.79943761549,0.0,38448.79943761549,0.0
115,4,2,14997.074305270715,0.0,14997.074305270715,0.0,14997.074305270715,0.0,14997.074305270715,0.0
287,1,6,17492.17403953368,0.0,17492.17403953368,0.0,17492.17403953368,0.0,17492.17403953368,0.0
400,1,2,18957.484381245355,0.0,18957.484381245355,0.0,18957.484381245355,0.0,18957.484381245355,0.0
400,1,4,18557.169831943032,0.0,18557.169831943032,0.0,18557.169831943032,0.0,18557.169831943032,0.0
400,2,2,7834.657664314489,0.0,7834.657664314489,0.0,7834.657664314489,0.0,7834.657664314489,0.0
439,1,9,9346.759401018513,2.0,9260.793725071782,6.0,9346.759401018513,2.0,9346.759401018513,2.0
1000,1,2,6382.702982758985,0.0,6382.702982758985,0.0,6382.702982758985,0.0,6382.702982758985,0.0
1000,1,4,5482.366250341996,0.0,5482.366250341996,0.0,5482.366250341996,0.0,5482.366250341996,0.0
1000,2,2,2679.315617029541,0.0,2679.315617029541,0.0,2679.315617029541,0.0,2679.315617029541,0.0
