pods,cpu,mem,tolerance_0.0001_efficiency,tolerance_0.0001_excess_pods,tolerance_0.1_efficiency,tolerance_0.1_excess_pods,tolerance_0.01_efficiency,tolerance_0.01_excess_pods,tolerance_0.001_efficiency,tolerance_0.001_excess_pods
10,1,2,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0,496230.7908641975,0.0
10,1,4,493352.57933194155,0.0,493352.57933194155,0.0,493352.57933194155,0.0,493352.57933194155,0.0
10,2,2,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0,213665.96091205213,2.0
17,7,7,40527.50456527333,0.0,40527.50456527333,0.0,40527.50456527333,0.0,40527.50456527333,0.0
50,1,2,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0,101867.92477319586,0.0
50,1,4,97249.33559670781,0.0,97249.33559670781,0.0,97249.33559670781,0.0,97249.33559670781,0.0
50,2,2,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0,49307.5294412428,2.0
75,3,5,21674.744631913076,1.0,19552.53693865396,0.0,21299.09496100436,1.0,21674.744631913076,1.0
100,1,2,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0,50933.96238659793,0.0
100,1,4,50952.10985338508,0.0,50952.10985338508,0.0,50952.10985338508,0.0,50952.10985338508,0.0
100,2,2,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0,25639.915309446253,0.0
115,4,2,11036.811553561414,1.0,11036.811553561414,1.0,11036.811553561414,1.0,11036.811553561414,1.0
287,1,6,17532.15264485496,1.0,17532.15264485496,1.0,17532.15264485496,1.0,17532.15264485496,1.0
400,1,2,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0,12819.957654723126,0.0
400,1,4,12561.641754152824,0.0,12561.641754152824,0.0,12561.641754152824,0.0,12561.641754152824,0.0
400,2,2,6379.923973024727,0.0,6378.811993517018,0.0,6379.923973024727,0.0,6379.923973024727,0.0
439,1,9,9904.768246833415,0.0,9904.768246833415,0.0,9904.768246833415,0.0,9904.768246833415,0.0
1000,1,2,5084.77274350478,0.0,5049.040410519564,0.0,5084.77274350478,0.0,5084.77274350478,0.0
1000,1,4,4797.95112022496,0.0,4797.95112022496,0.0,4797.95112022496,0.0,4797.95112022496,0.0
1000,2,2,2473.9393557755006,0.0,2473.9393557755006,0.0,2473.9393557755006,0.0,2473.9393557755006,0.0
