pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,518805.4566410538,28151.27589493121,278816.59301369864,278816.59301369864,0.0,182.0,0.0,0.0
10,1,4,518805.4566410538,28151.27589493121,152083.8163076923,152083.8163076923,0.0,182.0,0.0,0.0
10,2,2,259687.78626373629,28151.27589493121,120959.84302788846,110578.11979166667,0.0,86.0,0.0,2.0
17,7,7,41462.5643477498,28151.2758949312,19513.785847452575,16596.973385841662,0.0,10.0,0.0,1.0
50,1,2,103852.28982641178,28151.27589493121,55763.31859178082,55763.31859178082,0.0,142.0,0.0,0.0
50,1,4,103852.28982641178,28151.27589493121,30416.763267692306,30416.763267692306,0.0,142.0,0.0,0.0
50,2,2,53326.38734062958,28151.27589493121,24191.96860557769,25518.02764423077,0.0,46.0,0.0,2.0
75,3,5,23475.47663040779,18692.91927701313,5353.830188679246,8298.486692661094,0.0,21.0,0.0,9.0
100,1,2,53326.38734062958,28151.27589493121,27881.65929589041,27881.65929589041,0.0,92.0,0.0,0.0
100,1,4,53326.38734062958,28151.27589493121,15208.381634615385,15208.381634615385,0.0,92.0,0.0,0.0
100,2,2,26984.400285469597,18692.91927701313,12095.984302788846,13269.374375000001,0.0,44.0,0.0,0.0
115,4,2,11572.199476029577,10220.391207508002,3491.6283839212465,5719.557920258621,0.0,15.0,0.0,1.0
287,1,6,18692.91927701313,18692.91927701313,4939.658536585366,4766.207695181173,1.0,1.0,0.0,33.0
400,1,2,13372.333946355817,13372.333946355817,6970.414823886987,6970.414823886987,0.0,0.0,0.0,0.0
400,1,4,13372.333946355817,13372.333946355817,3802.0954086538463,3802.0954086538463,0.0,0.0,0.0,0.0
400,2,2,6537.725243107908,6471.48235729054,3023.9960756972114,3317.3435937500003,0.0,4.0,0.0,0.0
439,1,9,10725.542844823674,10725.542844823674,1669.746024218084,2978.879809488233,0.0,0.0,0.0,9.0
1000,1,2,5186.631231824417,5186.631231824417,2788.1659295479453,2788.1659295479453,0.0,0.0,0.0,0.0
1000,1,4,5186.631231824417,5186.631231824417,1520.8381634615384,1520.8381634615384,0.0,0.0,0.0,0.0
1000,2,2,2316.498352515095,2217.9111509010418,1209.5984302788845,1326.9374375,0.0,47.0,0.0,0.0
