pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,228937.1826744186,228937.1826744186,189323.43599999996,189323.43599999996,0.0,0.0,0.0,0.0
10,1,4,142535.2886029412,89900.51826086958,99351.23678391958,64758.91295447101,0.0,6.0,0.0,6.0
10,2,2,101099.99523809525,66547.66223519239,57039.52173913044,38026.34782608696,0.0,6.0,0.0,6.0
17,7,7,16591.187579057492,13054.980089902887,8227.198043396462,8911.618059958335,0.0,5.0,0.0,1.0
50,1,2,45787.43654418604,45787.43654418604,37864.687203478265,37864.687203478265,0.0,0.0,0.0,0.0
50,1,4,28464.935252274605,6076.996017660573,19870.24736080402,16189.728238617752,0.0,182.0,0.0,14.0
50,2,2,20997.850453584342,12075.370106691771,11407.904347826086,9506.58695652174,0.0,38.0,0.0,14.0
75,3,5,9013.8343774583,8759.161369714902,3721.727659574468,4901.889400921659,0.0,3.0,0.0,5.0
100,1,2,22893.71827209302,22893.71827209302,18932.343602608697,18932.343602608697,0.0,0.0,0.0,0.0
100,1,4,14080.178936266931,6076.996017660573,9935.123680904522,9251.273279210143,0.0,132.0,0.0,12.0
100,2,2,10451.873616486726,8759.161369714902,5703.952173913043,5432.335403726708,0.0,20.0,0.0,12.0
115,4,2,4417.222468478215,4394.397052316038,2427.213691026827,2535.089855072464,0.0,1.0,0.0,5.0
287,1,6,4230.506624516265,3461.3105774258106,2660.830288518975,2714.9759469068167,0.0,57.0,0.0,1.0
400,1,2,5349.67335782029,3578.393130771871,4733.085900597826,4733.085900597826,0.0,182.0,0.0,0.0
400,1,4,3513.40837613086,3318.8861186783274,2483.7809202261305,2590.3565181788404,0.0,24.0,0.0,0.0
400,2,2,2437.851784540581,2312.605999939903,1425.9880434782608,1521.0539130434784,0.0,20.0,0.0,0.0
439,1,9,2242.4166727021056,2242.4166727021056,953.1319799976376,1480.8959710482484,0.0,0.0,0.0,23.0
1000,1,2,1992.9195080684854,1893.8837448414472,1893.234360252174,1893.234360252174,0.0,46.0,0.0,0.0
1000,1,4,1405.3633504523439,1405.3633504523439,993.5123680904522,1027.9192532455716,0.0,0.0,0.0,8.0
1000,2,2,876.2211883303524,829.8878816429682,570.3952173913043,603.5928226363009,0.0,51.0,0.0,8.0
