instance_type,availability_zone,num_instances,T3,pods,cpu,mem,actual_pods,excess_pods,cost,performance,total_cost_per_pod,nodes_used,efficiency
t3.medium,us-east-1f,1,50.0,1,1,1,1.0,0.0,0.0141,20353.6113,0.0141,1,1443518.5309
t3.medium,us-east-1f,5,50.0,5,1,1,5.0,0.0,0.0705,101768.0564,0.0141,5,288703.7062
t3.medium,us-east-1f,6,50.0,6,1,1,6.0,0.0,0.0846,122121.6677,0.0141,6,240586.4218
t3.medium,us-east-1f,10,50.0,10,1,1,10.0,0.0,0.141,203536.1129,0.0141,10,144351.8531
t3.medium,us-east-1f,14,50.0,14,1,1,14.0,0.0,0.1974,284950.558,0.0141,14,103108.4665
t3.medium,us-east-1f,15,50.0,15,1,1,15.0,0.0,0.2115,305304.1693,0.0141,15,96234.5687
t3.medium,us-east-1f,17,50.0,17,1,1,17.0,0.0,0.2397,346011.3919,0.0141,17,84912.8548
t3.medium,us-east-1f,20,50.0,20,1,1,20.0,0.0,0.282,407072.2257,0.0141,20,72175.9265
t3.medium,us-east-1f,25,50.0,25,1,1,25.0,0.0,0.3525,508840.2821,0.0141,25,57740.7412
t3.medium,us-east-1f,30,50.0,30,1,1,30.0,0.0,0.423,610608.3386,0.0141,30,48117.2844
t3.medium,us-east-1f,35,50.0,35,1,1,35.0,0.0,0.4935,712376.395,0.0141,35,41243.3866
t3.medium,us-east-1f,40,50.0,40,1,1,40.0,0.0,0.564,814144.4514,0.0141,40,36087.9633
t3.medium,us-east-1f,45,50.0,45,1,1,45.0,0.0,0.6345,915912.5079,0.0141,45,32078.1896
t3.medium,us-east-1f,50,50.0,50,1,1,50.0,0.0,0.705,1017680.5643,0.0141,50,28870.3706
