pods,cpu,mem,golden_efficiency,greedy_efficiency,spotverse_node_efficiency,spotverse_pod_efficiency,golden_excess_pods,greedy_excess_pods,spotverse_node_excess_pods,spotverse_pod_excess_pods
10,1,2,233949.5550574713,233949.5550574713,141572.91366906473,141572.91366906473,0.0,0.0,0.0,0.0
10,1,4,145555.4406818182,13584.446673146595,128382.44233766233,128382.44233766233,0.0,118.0,0.0,0.0
10,2,2,92662.3081810009,21506.88036188347,50955.91783505154,52760.832162921346,0.0,38.0,0.0,6.0
17,7,7,15253.677954180064,10480.48624391591,8868.675942586184,10410.167912840476,1.0,10.0,0.0,10.0
50,1,2,46789.911002298846,46789.911002298846,28314.58273381295,28314.58273381295,0.0,0.0,0.0,0.0
50,1,4,33603.00538999345,13584.446673146595,25676.488472727273,25676.488472727273,0.0,78.0,0.0,0.0
50,2,2,20488.224807500497,7047.169385208974,10191.183569072165,13190.208040730337,0.0,94.0,0.0,14.0
75,3,5,8802.574430247072,7047.169385208974,3707.3973197328473,6971.229291213768,0.0,21.0,0.0,21.0
100,1,2,22998.430831638416,22998.430831638416,14157.291366906475,14157.291366906475,0.0,0.0,0.0,0.0
100,1,4,17064.346573837793,13584.446673146595,12838.244237012987,12838.244237012987,0.0,28.0,0.0,0.0
100,2,2,10127.294081847489,7047.169385208974,5095.591784793814,7537.261737560194,0.0,44.0,0.0,12.0
115,4,2,4354.007306687708,3499.127136739937,2417.8678173066,3517.3888108614233,0.0,29.0,0.0,5.0
287,1,6,5072.97777196225,5072.97777196225,3988.4809638156635,5040.986688770783,0.0,0.0,0.0,1.0
400,1,2,5239.958993985729,4262.547104254981,3539.3228417266187,3539.3228417266187,0.0,88.0,0.0,0.0
400,1,4,4316.849773590726,4164.517048888076,3209.5610592532466,3209.5610592532466,0.0,16.0,0.0,0.0
400,2,2,2498.1507743651678,2498.1507743651678,1273.8979461984536,2110.433286516854,0.0,0.0,0.0,0.0
439,1,9,2868.4637365240224,2417.796305734682,984.7178772870336,2520.4933443853915,0.0,84.0,0.0,71.0
1000,1,2,2024.8497682497996,2025.0049762190301,1415.7291366906475,1415.7291366906475,0.0,0.0,0.0,0.0
1000,1,4,1714.5890250419493,1702.4444844949148,1283.8244237012987,1283.8244237012987,0.0,8.0,0.0,0.0
1000,2,2,982.9830488356947,982.9830488356947,509.55917847938144,837.473526395577,0.0,0.0,0.0,8.0
